name,genus,name,Deer1,Deer2,DeerSp,Native,Habitat,duration,height,minffd,mintemp,sdabun,sdperiod,sdsprdrate,sdvigor,vegsprdrate,seedwt,ThorMFD,HosmMFD,PrimMFD,WinterTemp,absWinterTemp,TPdeltaFlwr,HPdeltaFlwr,HPdeltaFlwr_2,THdeltaFlwr,syndrome1,syndrome2,syndromeBinary,sexuality,symmetry,nectaries,size,AvgLat,MinLat,tMinLat,MaxLat,tMaxlat,SDLat,tSDLat,tseedwt,tsize,tminffd,theight,habit,HabiatBinary,GF,Decid_Egreen,Needle_Broad,C3C4,N2fixer,logLL,logLMA,logNmass,logNarea,logPmass,logParea,logAmass,logAarea,logGs,logRdmass,logRdarea
Geranium_robertianum,Geranium,robertianum,yes,yes,NA,0,1,1,0.6,127,-52,NA,NA,NA,NA,NA,0.86,NA,150.4666667,147,-0.6,0.6,NA,3.466666667,3.466666667,NA,10,2,1,0,0,1,1.3,42.70848241,36.2485,1.55929004,48.8337,1.688719631,2.211982244,0.344781637,-0.065501549,0.113943352,11.26942767,-0.22184875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hibiscus_moscheutos,Hibiscus,moscheutos,NA,NA,NA,0,4,3,2,NA,NA,NA,NA,NA,NA,NA,2.268,224,227.1333333,222,-0.4,0.4,2,5.133333333,5.133333333,3.133333333,3,3,1,0,0,1,17.8,36.54650333,28.7656,1.458873437,43.2953,1.636440753,3.477091525,0.541216122,0.35564305,1.250420002,NA,0.301029996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ilex_mucronata,Ilex,mucronata,no,no,NA,0,4,3,3,NA,NA,NA,NA,NA,NA,NA,10,139.8333333,133.4666667,157,NA,NA,-17.16666667,-23.53333333,-23.53333333,-6.366666667,10,2,1,2,0,0,NA,42.54633503,39.0775,1.591926772,46.7083,1.669394061,1.867163779,0.271182414,1,NA,NA,0.477121255,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Impatiens_capensis,Impatiens,capensis,NA,NA,NA,0,4,1,4.9,95,-52,2,2,1,3,0,0.648,187.3333333,186.375,181,-0.7,0.7,6.333333333,5.375,5.375,-0.958333333,7,3,1,0,1,1,1.3,39.52492342,29.0676,1.463409175,60.083,1.778751609,3.848895261,0.585336093,-0.188424994,0.113943352,9.746794345,0.69019608,3,1,H,NA,NA,NA,NA,NA,1.26520017,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ionactis_linariifolius,Ionactis,linariifolius,NA,NA,NA,0,3,3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,214,199.8,218.6666667,-0.4,0.4,-4.666666667,-18.86666667,-18.86666667,-14.2,10,2,1,0,0,1,2.5,37.64377207,29.8016,1.474239581,46.9,1.671172843,3.825024451,0.582634216,NA,0.397940009,NA,-0.301029996,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalmia_angustifolia,Kalmia,angustifolia,NA,NA,NA,0,1,3,1,127,-52,NA,NA,NA,NA,NA,NA,159,153.625,156.3333333,-0.7,0.7,2.666666667,-2.708333333,-2.708333333,-5.375,7,3,1,0,0,1,1.3,42.46966421,36.6525,1.564103602,53.133,1.725364338,2.70622308,0.432363594,NA,0.113943352,11.26942767,0,2,NA,T,E,B,C3,N,1.255272505,2.078160577,0.086359831,0.164520408,-1.142667504,-1.0645,1.855614121,0.933774698,NA,NA,NA
Lobelia_cardinalis,Lobelia,cardinalis,NA,NA,NA,0,4,3,5.9,130,-52,2,2,1,3,0,0.04,201.25,206.25,215,NA,NA,-13.75,-8.75,-8.75,5,3,3,1,0,1,1,3.8,37.65053881,27.9598,1.446534061,46.6484,1.668836752,3.911880604,0.592385591,-1.397940009,0.579783597,11.40175425,0.770852012,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ludwigia_alternifolia,Ludwigia,alternifolia,NA,NA,NA,0,4,3,1,225,-41,NA,NA,NA,NA,NA,0.03,192.6666667,217.75,220,NA,NA,-27.33333333,-2.25,-2.25,25.08333333,10,2,1,0,0,1,1.3,36.75767794,28.3443,1.452465736,44.3152,1.646552714,3.101540957,0.491577521,-1.522878745,0.113943352,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lyonia_ligustrina,Lyonia,ligustrina,NA,NA,NA,0,4,3,4,127,-46,NA,NA,NA,NA,NA,NA,169.3333333,171.4375,176.6666667,NA,NA,-7.333333333,-5.229166667,-5.229166667,2.104166667,7,3,1,0,0,1,0.3,36.62259621,27.1906,1.434418791,44.9768,1.652988553,3.664362098,0.563998382,NA,-0.522878745,11.26942767,0.602059991,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysimachia_quadrifolia,Lysimachia,quadrifolia,NA,NA,NA,0,1,3,0.9,127,-46,NA,NA,NA,NA,NA,4.4,167.75,164.5625,171.3333333,-0.6,0.6,-3.583333333,-6.770833333,-6.770833333,-3.1875,10,2,1,0,0,0,1.3,39.47131684,32.9969,1.518473141,46.6312,1.668676592,3.01859572,0.479804952,0.643452676,0.113943352,11.26942767,-0.045757491,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lysimachia_thyrsiflora,Lysimachia,thyrsiflora,NA,NA,NA,0,4,3,0.7,213,-52,NA,NA,NA,NA,NA,NA,168,167.5,169,NA,NA,-1,-1.5,-1.5,-0.5,10,2,1,0,0,0,0.6,43.7049583,37.4689,1.573670943,59,1.770852012,2.64879067,0.423047638,NA,-0.22184875,14.59451952,-0.15490196,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Medeola_virginiana,Medeola,virginiana,yes,yes,yes,0,1,3,0.7,127,-52,NA,NA,NA,NA,NA,6.535,155,155.4666667,158,-0.3,0.3,-3,-2.533333333,-2.533333333,0.466666667,7,3,1,0,0,1,1.3,39.32738481,30.2328,1.480478371,47.1604,1.67357748,3.412509157,0.533073825,0.815245592,0.113943352,11.26942767,-0.15490196,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mikania_scandens,Mikania,scandens,NA,NA,NA,0,4,3,1,110,-43,3,2,2,3,0,0.38,218.4,NA,213,NA,NA,5.4,NA,NA,NA,10,2,1,0,0,1,0.6,34.28912115,24.42,1.38774566,43.994,1.64339345,3.865864887,0.587246671,-0.420216403,-0.22184875,10.48808848,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moehringia_lateriflora,Moehringia,lateriflora,NA,NA,NA,0,3,1,0.2,NA,NA,NA,NA,NA,NA,NA,0.462,153.6,144,152,-0.5,0.5,1.6,-8,-8,-9.6,10,2,1,0,0,1,1.3,44.06474523,37.3202,1.571943962,68.5,1.835690571,4.331925774,0.636681007,-0.335358024,0.113943352,NA,-0.698970004,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monotropa_uniflora,Monotropa,uniflora,yes,yes,yes,0,1,1,0.2,127,-52,NA,NA,NA,NA,NA,NA,204.6666667,193.5625,179.6666667,-0.3,0.3,25,13.89583333,13.89583333,-11.10416667,7,3,1,0,0,1,1.9,39.54156396,26.6414,1.425557043,53,1.72427587,4.313756054,0.634855582,NA,0.278753601,11.26942767,-0.698970004,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morella_pensylvanica,Morella,pensylvanica,NA,NA,NA,0,3,3,2,NA,NA,NA,NA,NA,NA,NA,8.247,173.5,147.6153846,143.5,NA,NA,30,4.115384615,4.115384615,-25.88461538,8,1,0,2,0,0,0.3,41.10843723,35.6899,1.552545331,45.4029,1.657083593,1.832532026,0.263051573,0.916295995,-0.522878745,NA,0.301029996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nelumbo_lutea,Nelumbo,lutea,NA,NA,NA,0,5,3,3,130,-43,2,2,2,2,3,NA,NA,NA,211.3333333,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,25.4,36.80641446,26.1495,1.417463389,45.4601,1.657630387,4.050552312,0.607514245,NA,1.404833717,11.40175425,0.477121255,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orobanche_uniflora,Orobanche,uniflora,NA,NA,NA,0,3,1,0.1,127,-52,NA,NA,NA,NA,NA,0.003,151.5,NA,150,NA,NA,1.5,NA,NA,NA,7,3,1,0,1,1,2.5,40.05002085,28.301,1.451801781,48.967,1.689903497,3.418559961,0.533843202,-2.522878745,0.397940009,11.26942767,-1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peltandra_virginica,Peltandra,virginica,NA,NA,NA,0,4,3,0.3,127,-52,NA,NA,NA,NA,NA,NA,179.6666667,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,1,0,0,20.3,36.69806941,25.1171,1.399969495,47.7257,1.678752307,4.739407023,0.675724008,NA,1.307496038,11.26942767,-0.522878745,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phytolacca_americana,Phytolacca,americana,NA,NA,NA,0,2,3,7.3,100,-45,3,2,3,2,0,5.84,188.25,187.1333333,196.3333333,-0.2,0.2,-8.083333333,-9.2,-9.2,-1.116666667,10,2,1,0,0,1,0.6,37.17310593,25.1171,1.399969495,45.9459,1.662246763,3.807470797,0.580636581,0.766412847,-0.22184875,10,0.86332286,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Platanthera_lacera,Platanthera,lacera,NA,NA,NA,0,3,3,0.8,NA,NA,NA,NA,NA,NA,NA,NA,194.75,197,194.5,NA,NA,0.25,2.5,2.5,2.25,5,3,1,0,1,1,1.3,40.58660219,31.0944,1.492682181,51.617,1.71279276,3.457562931,0.538770093,NA,0.113943352,NA,-0.096910013,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polygonatum_biflorum,Polygonatum,biflorum,yes,yes,yes,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,1,0,0,1,1.9,38.57143459,28.3443,1.452465736,49.667,1.696067928,3.524272372,0.547069465,NA,0.278753601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polygonum_hydropiperoides,Polygonum,hydropiperoides,yes,yes,NA,0,4,3,NA,95,-52,2,1,2,2,0,3.629,205.5,214.0769231,198.5,NA,NA,7,15.57692308,15.57692308,8.576923077,10,2,1,0,0,1,0.6,37.12436148,25.1171,1.399969495,48.8337,1.688719631,4.549510803,0.657964701,0.559786968,-0.22184875,9.746794345,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pontederia_cordata,Pontederia,cordata,NA,NA,NA,0,4,3,3.2,110,-47,2,2,3,2,0,90.718,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,1,0,1,1,0.8,38.12153612,26.0829,1.416355876,47.5784,1.677409833,5.393405445,0.731863069,1.957693467,-0.096910013,10.48808848,0.505149978,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potentilla_canadensis,Potentilla,canadensis,NA,NA,NA,0,3,3,0.1,127,-46,NA,NA,NA,NA,NA,0.27,129.6,114.2941176,119.75,-0.4,0.4,9.85,-5.455882353,-5.455882353,-15.30588235,10,2,1,0,0,1,1.3,38.00389291,31.1644,1.49365877,44.6871,1.650182172,2.716206792,0.433962831,-0.568636236,0.113943352,11.26942767,-1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potentilla_norvegica,Potentilla,norvegica,NA,NA,NA,0,3,2,0.1,127,-52,NA,NA,NA,NA,NA,NA,168.8,151.1333333,154.3333333,-0.4,0.4,14.46666667,-3.2,-3.2,-17.66666667,10,2,1,0,0,1,1.9,41.13404934,29.9983,1.477096644,57.233,1.757646511,3.428761046,0.53513722,NA,0.278753601,11.26942767,-1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prunus_americana,Prunus,americana,yes,yes,NA,0,2,3,24,100,-45,2,2,1,3,0,521.371,129.6666667,123.9375,128.25,-0.7,0.7,1.416666667,-4.3125,-4.3125,-5.729166667,10,2,1,0,0,1,2.5,39.58351659,28.7656,1.458873437,48.8093,1.688502579,3.822192118,0.582312513,2.717146871,0.397940009,10,1.380211242,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prunus_serotina,Prunus,serotina,yes,yes,yes,0,1,3,80,100,-52,3,2,3,3,0,104.79,147,128.0666667,147,NA,NA,0,-18.93333333,-18.93333333,-18.93333333,10,2,1,0,0,1,0.8,37.93574316,27.1906,1.434418791,48.0654,1.681832561,4.182905464,0.621478049,2.02031984,-0.096910013,10,1.903089987,1,0,T,D,B,C3,N,NA,1.748191501,0.427907864,0.176091259,NA,NA,2.51851394,1.267171728,NA,NA,NA
Pseudognaphalium_obtusifolium,Pseudognaphalium,obtusifolium,NA,NA,NA,0,3,1,0.8,NA,NA,NA,NA,NA,NA,NA,0.036,NA,216.5333333,221,-0.6,0.6,NA,-4.466666667,-4.466666667,NA,10,2,1,0,0,1,1.3,37.70234597,26.0829,1.416355876,47.5784,1.677409833,4.144445808,0.617466465,-1.443697499,0.113943352,NA,-0.096910013,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrola_elliptica,Pyrola,elliptica,no,no,NA,0,1,3,0.3,127,-52,NA,NA,NA,NA,NA,0.01,186.3333333,174.0666667,178,-0.6,0.6,8.333333333,-3.933333333,-3.933333333,-12.26666667,10,2,1,0,0,0,1.9,42.87137675,32.104,1.506559147,49.18,1.691788524,2.439947469,0.387380476,-2,0.278753601,11.26942767,-0.522878745,3,1,H,NA,NA,NA,NA,NA,1.696803943,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhus_copallinum,Rhus,copallinum,NA,NA,NA,0,3,3,6,NA,NA,NA,NA,NA,NA,NA,7.958,210.6666667,192.5833333,217,NA,NA,-6.333333333,-24.41666667,-24.41666667,-18.08333333,10,2,1,2,0,1,0.6,36.5708171,25.1171,1.399969495,44.9945,1.65315943,3.794274759,0.579128777,0.900803935,-0.22184875,NA,0.77815125,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scutellaria_lateriflora,Scutellaria,lateriflora,NA,NA,NA,0,4,3,0.7,127,-52,NA,NA,NA,NA,NA,0.327,194.5,202.3333333,206.6666667,NA,NA,-12.16666667,-4.333333333,-4.333333333,7.833333333,7,3,1,0,1,1,0.6,40.52299969,29.3353,1.467390534,53.1,1.725094521,3.775585733,0.576984336,-0.485452247,-0.22184875,11.26942767,-0.15490196,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Smilax_rotundifolia,Smilax,rotundifolia,NA,NA,NA,0,1,3,1,185,-45,1,1,1,1,0,49.5,152.5,162.6923077,148.75,NA,NA,3.75,13.94230769,13.94230769,10.19230769,10,2,1,2,0,1,1.3,36.5327827,29.0676,1.463409175,45.5059,1.658067708,3.357506635,0.52601688,1.694605199,0.113943352,13.60147051,0,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solidago_caesia,Solidago,caesia,no,no,NA,0,1,3,3,130,-52,2,2,1,2,2,0.648,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,0,0,1,0.6,38.40553348,28.7844,1.459157181,45.5831,1.658803857,3.509202438,0.545208422,-0.188424994,-0.22184875,11.40175425,0.477121255,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solidago_canadensis,Solidago,canadensis,no,no,no,0,3,3,3.5,80,-52,3,2,1,2,3,0.062,204,213.6875,204.3333333,NA,NA,-0.333333333,9.354166667,9.354166667,9.6875,10,2,1,0,0,1,0.3,40.80633113,29.807,1.474318268,59.433,1.774027653,4.325217108,0.636007912,-1.207608311,-0.522878745,8.94427191,0.544068044,3,1,H,NA,NA,NA,NA,NA,1.66756154,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solidago_juncea,Solidago,juncea,no,no,NA,0,3,3,1.2,127,-52,NA,NA,NA,NA,NA,0.113,197.25,203.9285714,207.6666667,NA,NA,-10.41666667,-3.738095238,-3.738095238,6.678571429,10,2,1,0,0,1,0.3,40.95801215,31.9451,1.504404252,51.283,1.709973423,3.070468565,0.487204656,-0.946921557,-0.522878745,11.26942767,0.079181246,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solidago_rugosa,Solidago,rugosa,no,no,NA,0,3,3,3.3,95,-52,3,2,1,2,3,0.083,212.75,212.5333333,221.6666667,-0.7,0.7,-8.916666667,-9.133333333,-9.133333333,-0.216666667,10,2,1,0,0,1,0.4,37.8902516,29.1692,1.464924518,49.583,1.6953328,4.124943816,0.615418038,-1.080921908,-0.397940009,9.746794345,0.51851394,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Symplocarpus_foetidus,Symplocarpus,foetidus,NA,NA,NA,0,4,3,2,150,-46,1,1,1,2,2,433.75,83,64.8125,100.25,0,0,-17.25,-35.4375,-35.4375,-18.1875,4,3,1,0,0,0,12.7,41.12796324,35.794,1.553810234,47.5784,1.677409833,2.459023127,0.390762613,2.637239488,1.103803721,12.24744871,0.301029996,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thalictrum_dioicum,Thalictrum,dioicum,NA,NA,NA,0,1,3,0.7,127,-52,NA,NA,NA,NA,NA,1.805,143.6666667,140.3333333,118.25,NA,NA,25.41666667,22.08333333,22.08333333,-3.333333333,8,1,0,2,0,0,0.6,40.24239416,32.0193,1.505411833,48.7703,1.688155427,3.271794817,0.51478606,0.256477206,-0.22184875,11.26942767,-0.15490196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tradescantia_virginiana,Tradescantia,virginiana,NA,NA,NA,0,2,3,1.1,100,-38,1,1,1,3,0,0.259,NA,134.7777778,168,NA,NA,NA,-33.22222222,-33.22222222,NA,10,2,1,0,0,0,3.8,38.35050244,30.3892,1.482719267,44.4862,1.64822531,2.529051802,0.402957725,-0.586700236,0.579783597,10,0.041392685,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Triosteum_aurantiacum,Triosteum,aurantiacum,NA,NA,NA,0,1,3,1.3,213,-52,NA,NA,NA,NA,NA,NA,158.6666667,153.0769231,NA,NA,NA,NA,NA,NA,-5.58974359,7,3,1,0,1,1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,0.113943352,14.59451952,0.113943352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaccinium_angustifolium,Vaccinium,angustifolium,NA,NA,NA,0,3,3,2,100,-52,NA,2,1,1,1,0.23,130,123.625,115.75,-0.7,0.7,14.25,7.875,7.875,-6.375,7,3,1,0,0,1,0.5,42.82674152,36.9211,1.567274632,53.9,1.731588765,2.655578734,0.424159182,-0.638272164,-0.301029996,10,0.301029996,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vaccinium_corymbosum,Vaccinium,corymbosum,NA,NA,NA,0,4,3,12,100,-47,2,2,1,1,0,0.432,136,128.2941176,118.75,-0.8,0.8,17.25,9.544117647,9.544117647,-7.705882353,7,3,1,0,0,1,1,38.11803312,18.8,1.274157849,47.867,1.68003621,4.093746943,0.612120993,-0.364516253,0,10,1.079181246,2,NA,S,NA,B,C3,N,0.875061263,2.009217308,0.089905111,0.09912242,NA,NA,1.782472624,0.790988475,2.161368002,1.103803721,0.113021035
Vaccinium_pallidum,Vaccinium,pallidum,NA,NA,NA,0,1,3,0.5,NA,NA,NA,NA,NA,NA,NA,0.44,134.5,125.1176471,128.5,-0.8,0.8,6,-3.382352941,-3.382352941,-9.382352941,7,3,1,0,0,1,0.6,38.1849428,30.6843,1.48691622,46.2051,1.664689915,2.806997841,0.448242079,-0.356547324,-0.22184875,NA,-0.301029996,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Veronica_peregrina,Veronica,peregrina,no,no,NA,0,3,3,2,127,-52,NA,NA,NA,NA,NA,0.038,141.3333333,130.6666667,122.3333333,NA,NA,19,8.333333333,8.333333333,-10.66666667,7,3,1,0,1,1,0.3,38.74914236,19.5975,1.292200673,54.017,1.732530461,4.47403385,0.650699266,-1.420216403,-0.522878745,11.26942767,0.301029996,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viburnum_acerifolium,Viburnum,acerifolium,NA,NA,NA,0,1,3,6,115,-52,2,2,1,1,0,34.625,163.25,164.8,160,NA,NA,3.25,4.8,4.8,1.55,10,2,1,0,0,1,0.6,39.69947319,30.149,1.479272912,46.9792,1.671905617,3.580917402,0.553994304,1.539389782,-0.22184875,10.72380529,0.77815125,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viburnum_nudum,Viburnum,nudum,NA,NA,NA,0,3,3,4,NA,NA,NA,NA,NA,NA,NA,16.435,161.5,165.6153846,163,NA,NA,-1.5,2.615384615,2.615384615,4.115384615,10,2,1,0,0,1,0.5,36.55391676,27.1906,1.434418791,46.6484,1.668836752,4.248351574,0.62822045,1.215769708,-0.301029996,NA,0.602059991,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viburnum_recognitum,Viburnum,recognitum,NA,NA,NA,0,1,3,3,127,-52,NA,NA,NA,NA,NA,16.6,162.6,162.9333333,163,NA,NA,-0.4,-0.066666667,-0.066666667,0.333333333,10,2,1,0,0,1,0.6,39.60235686,29.3805,1.468059182,45.2115,1.655248916,2.923025969,0.465832674,1.220108088,-0.22184875,11.26942767,0.477121255,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viola_cucullata,Viola,cucullata,no,yes,NA,0,1,3,0.1,127,-47,NA,NA,NA,NA,NA,NA,128,116.9411765,119.25,-0.8,0.8,8.75,-2.308823529,-2.308823529,-11.05882353,7,3,1,0,1,1,1.9,41.13504673,30.6843,1.48691622,78.217,1.893301155,3.846532048,0.585069355,NA,0.278753601,11.26942767,-1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viola_lanceolata,Viola,lanceolata,no,yes,NA,0,4,3,0.1,127,-52,NA,NA,NA,NA,NA,NA,131.8,130.5,132.6666667,-0.6,0.6,-0.866666667,-2.166666667,-2.166666667,-1.3,7,3,1,0,1,1,1.3,38.95509739,25.1171,1.399969495,49.167,1.69167371,5.715651628,0.75706575,NA,0.113943352,11.26942767,-1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viola_sororia,Viola,sororia,no,yes,NA,0,3,3,0.1,NA,NA,NA,NA,NA,NA,NA,1.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,1,0,1,1,2.5,38.80064993,26.0829,1.416355876,50.617,1.704296402,4.46751643,0.650066158,0.124830149,0.397940009,NA,-1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vitis_labrusca,Vitis,labrusca,NA,NA,NA,0,3,3,0.4,127,-46,NA,NA,NA,NA,NA,42.377,165,162.1333333,157.6666667,-0.6,0.6,7.333333333,4.466666667,4.466666667,-2.866666667,10,2,1,0,0,1,0.3,38.89811409,29.4942,1.469736621,46.6644,1.668985686,3.130790869,0.495654059,1.627130208,-0.522878745,11.26942767,-0.397940009,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xanthorhiza_simplicissima,Xanthorhiza,simplicissima,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.9,114.5,NA,NA,NA,3.4,3.4,NA,10,2,1,0,0,1,0.3,35.5496121,30.575,1.485366466,44.0323,1.643771371,2.18763766,0.339975391,NA,-0.522878745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Acer_pensylvanicum,Acer,pensylvanicum,yes,yes,NA,0,1,3,35,100,-52,2,2,1,1,0,40.864,NA,136.8333333,144,NA,NA,NA,-7.166666667,-7.166666667,NA,10,2,1,1,0,1,0.6,40.4474812,34.8344,1.542008334,47.4773,1.676486013,3.2150964,0.507193999,1.611340876,-0.22184875,10,1.544068044,1,0,T,D,B,C3,N,NA,1.77085592,0.40524388,0.176091259,NA,NA,2.225309282,0.995635195,NA,NA,NA
Claytonia_virginica,Claytonia,virginica,yes,yes,yes,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,109.4666667,115.5,NA,NA,NA,-6.033333333,-6.033333333,NA,10,2,1,0,0,1,1.9,38.54911014,28.3443,1.452465736,48.2,1.683047038,3.312436074,0.520147506,0.230448921,0.278753601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Decodon_verticillatus,Decodon,verticillatus,NA,NA,NA,0,4,3,8,145,-52,3,2,1,2,3,0.73,206,228.5833333,223,NA,NA,-17,5.583333333,5.583333333,22.58333333,10,2,1,0,0,0,1.3,39.28619929,27.3406,1.436808041,46.4844,1.66730723,4.511233134,0.654295271,-0.13667714,0.113943352,12.04159458,0.903089987,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drosera_rotundifolia,Drosera,rotundifolia,NA,NA,NA,0,4,2,0.1,127,-52,NA,NA,NA,NA,NA,0.02,194,205.6153846,196,NA,NA,-2,9.615384615,9.615384615,11.61538462,10,2,1,0,0,1,0.6,42.64137646,30.4191,1.483146361,59.433,1.774027653,3.612666904,0.55782792,-1.698970004,-0.22184875,11.26942767,-1,3,1,H,NA,B,C3,N,NA,1.400971395,0.079270814,-0.519757791,NA,NA,1.658964843,0.059936237,NA,NA,NA
Echinocystis_lobata,Echinocystis,lobata,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.5714286,173,NA,NA,NA,33.57142857,33.57142857,NA,10,2,1,1,0,1,1.9,42.33922782,35.8356,1.55431468,48.8337,1.688719631,2.653489331,0.423817346,NA,0.278753601,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
