site,genus,species,genus.update,species.update,native/exotic,invasive/noxious,pollination (wind/animal/self),animal_type,lifeform,duration,resources,notes
robertson,Desmodium,cuspidatum,,,,,animal,,,
robertson,Desmodium,glabellum,,,,,animal,,,
robertson,Desmodium,illinoense,,,,,animal,,,
robertson,Desmodium,marilandicum,,,,,animal,,,
robertson,Desmodium,paniculatum,,,,,animal,,,
robertson,Desmodium,sessilifolium,,,,,animal,,,
robertson,Dicentra,cucullaria,,,,,animal/wind
robertson,Diospyros,virginiana,,,,,NA
robertson,Dipsacus,sylvestris,,,,,NA
robertson,Dirca,palustris,,,,,NA
robertson,Dodecatheon,meadia,,,,,animal
robertson,Echinacea,pallida,,,,,animal
robertson,Echinacea,purpurea,,,,,animal
robertson,Echinocystis,lobata,,,,,animal
robertson,Ellisia,nyctelea,,,,,animal
robertson,Erigenia,bulbosa,,,,,wind
robertson,Erigeron,annuus,,,,,animal
robertson,Erigeron,canadensis,,,,,animal
robertson,Erigeron,philadelphicus,,,,,animal
robertson,Erigeron,pulchellus,,,,,animal
robertson,Erigeron,ramosus,,,,,animal
robertson,Erythronium,albidum,,,,,animal
robertson,Eulophus,americanus,,,,,wind
robertson,Euonymus,atropurpureus,,,,,animal
robertson,Eupatorium,altissimum,,,,,animal
robertson,Eupatorium,coelestinum,,,,,animal
robertson,Eupatorium,perfoliatum,,,,,animal
robertson,Eupatorium,purpureum,,,,,animal
robertson,Eupatorium,serotinum,,,,,animal
robertson,Eupatorium,sessilifolium,,,,,animal
robertson,Eupatorium,urticaefolium,,,,,animal
robertson,Euphorbia,corollata,,,,,animal
robertson,Euphorbia,preslii,,,,,animal
robertson,Fragaria,virginiana,,,,,animal
robertson,Frasera,caroliniensis,,,,,animal
robertson,Fraxinus,americana,,,,,wind
robertson,Galium,aparine,,,,,animal
robertson,Galium,trifidum,,,,,animal
robertson,Gaura,biennis,,,,,animal/wind
robertson,Gentiana,andrewsii,,,,,animal
robertson,Gentiana,puberula,,,,,animal
robertson,Geranium,carolinianum,,,,,animal
robertson,Geranium,maculatum,,,,,animal
robertson,Gerardia,grandiflora,,,,,animal
robertson,Gerardia,purpurea,,,,,animal
robertson,Gerardia,tenuifolia,,,,,animal
robertson,Geum,canadense,,,,,animal
robertson,Geum,vernum,,,,,animal
robertson,Gillenia,stipulacea,,,,,animal
robertson,Glechoma,hederacea,,,,,insect
robertson,Gleditsia,triacanthos,,,,,animal
robertson,Gnaphalium,polycephalum,,,,,animal
robertson,Gonolobus,laevis,,,,,animal
robertson,Gratiola,virginiana,,,,,animal
robertson,Habenaria,leucophaea,,,,,animal
robertson,Hackelia,virginiana,,,,,animal
robertson,Hedeoma,pulegioides,,,,,NA
robertson,Helenium,autumnale,,,,,animal
robertson,Helianthus,annuus,,,,,animal
robertson,Helianthus,divaricatus,,,,,animal
robertson,Helianthus,grosse-serratus,,,,,animal
robertson,Helianthus,laetiflorus,,,,,animal
robertson,Helianthus,mollis,,,,,animal
robertson,Helianthus,scaberrimus,,,,,animal
robertson,Helianthus,strumosus,,,,,animal
robertson,Helianthus,tuberosus,,,,,animal
robertson,Heliopsis,helianthoides,,,,,animal
robertson,Hepatica,acutiloba,,,,,animal
robertson,Heracleum,lanatum,,,,,wind
robertson,Heuchera,americana,,,,,animal
robertson,Hibiscus,lasiocarpos,,,,,animal
robertson,Hibiscus,militaris,,,,,animal
robertson,Hibiscus,trionum,,,,,animal
robertson,Houstonia,purpurea,,,,,animal
robertson,Hybanthus,concolor,,,,,animal
robertson,Hydrangea,arborescens,,,,,NA
robertson,Hydrophyllum,appendiculatum,,,,,animal
robertson,Hydrophyllum,virginianum,,,,,animal
robertson,Hypericum,ascyron,,,,,NA
robertson,Hypericum,cistifolium,,,,,NA
robertson,Hypericum,punctatum,,,,,NA
robertson,Hypoxis,hirsuta,,,,,NA
robertson,Impatiens,capensis,,,,,animal
robertson,Impatiens,pallida,,,,,animal
robertson,Ipomoea,hederacea,,,,,animal
robertson,Iris,hexagona,,,,,animal
robertson,Iris,versicolor,,,,,animal
robertson,Isopyrum,biternatum,,,,,animal
robertson,Justicia,americana,,,,,animal
robertson,Krigia,amplexicaulis,,,,,animal
robertson,Lactuca,canadensis,,,,,animal
robertson,Lactuca,floridana,,,,,animal
robertson,Lantana,camara,,,,,animal
robertson,Leonurus,cardiaca,,,,,NA
robertson,Lepidium,virginicum,,,,,animal/wind
robertson,Lespedeza,capitata,,,,,animal
robertson,Lespedeza,procumbens,,,,,animal
robertson,Lespedeza,virginica,,,,,animal
robertson,Liatris,pycnostachya,,,,,animal
robertson,Liatris,scariosa,,,,,animal
robertson,Lilium,superbum,,,,,animal
robertson,Linaria,vulgaris,,,,,animal
robertson,Lindernia,dubia,,,,,animal
robertson,Liparis,liliifolia,,,,,animal
robertson,Lippia,lanceolata,,,,,animal
robertson,Lithospermum,canescens,,,,,animal
robertson,Lobelia,cardinalis,,,,,animal
robertson,Lobelia,inflata,,,,,animal
robertson,Lobelia,leptostachys,,,,,animal
robertson,Lobelia,siphilitica,,,,,animal
robertson,Lobelia,spicata,,,,,animal
robertson,Lonicera,reticulata,,,,,animal
robertson,Lonicera,sempervirens,,,,,animal
robertson,Ludwigia,alternifolia,,,,,animal/wind
robertson,Ludwigia,polycarpa,,,,,animal/wind
robertson,Lycopus,americanus,,,,,NA
robertson,Lysimachia,lanceolata,,,,,animal
robertson,Lysimachia,quadriflora,,,,,animal
robertson,Lythrum,alatum,,,,,animal
robertson,Malva,rotundifolia,,,,,animal
robertson,Marrubium,vulgare,,,,,self
robertson,Marrubium,vulgare,,,,,insect
robertson,Melanthium,virginicum,,,,,animal
robertson,Melilotus,alba,,,,,animal
robertson,Mentha,arvensis,,,,,insect
robertson,Mertensia,virginica,,,,,animal
robertson,Mimulus,alatus,,,,,animal
robertson,Mimulus,ringens,,,,,animal
robertson,Mollugo,verticillata,,,,,NA
robertson,Monarda,bradburiana,,,,,NA
robertson,Monarda,fistulosa,,,,,NA
robertson,Myosotis,macrosperma,,,,,animal
robertson,Myosurus,minimus,,,,,animal
robertson,Nelumbo,lutea,,,,,animal
robertson,Nepeta,cataria,,,,,insect
robertson,Nothoscordum,bivalve,,,,,animal
robertson,Nuphar,lutea,,,,,animal
robertson,Nymphaea,odorata,,,,,animal
robertson,Oenothera,biennis,,,,,animal/wind
robertson,Oenothera,fruticosa,,,,,animal/wind
robertson,Orbexilum,onobrychis,,,,,animal
robertson,Orchis,spectabilis,,,,,animal
robertson,Orobanche,uniflora,,,,,animal
robertson,Osmorhiza,longistylis,,,,,wind
robertson,Oxalis,corniculata,,,,,self
robertson,Oxalis,stricta,,,,,self
robertson,Oxalis,violacea,,,,,NA
robertson,Oxypolis,rigidior,,,,,wind
robertson,Panicum,virgatum,,,,,wind
robertson,Parthenium,integrifolium,,,,,animal
robertson,Passiflora,lutea,,,,,animal
robertson,Pastinaca,sativa,,,,,wind
robertson,Penstemon,laevigatus,,,,,animal
robertson,Philadelphus,inodorus,,,,,animal
robertson,Phlox,divaricata,,,,,animal
robertson,Phlox,glaberrima,,,,,animal
robertson,Phlox,pilosa,,,,,animal
robertson,Phryma,leptostachya,,,,,animal
robertson,Physalis,lanceolata,,,,,animal
robertson,Physalis,subglabrata,,,,,animal
robertson,Physalis,virginiana,,,,,animal
robertson,Physostegia,virginiana,,,,,NA
robertson,Phytolacca,decandra,,,,,NA
robertson,Plantago,major,,,,,wind
robertson,Poa,pratensis,,,,,wind
robertson,Podophyllum,peltatum,,,,,NA
robertson,Polemonium,reptans,,,,,NA
robertson,Polygala,sanguinea,,,,,animal
robertson,Polygonatum,commutatum,,,,,animal
robertson,Polygonum,acre,,,,,animal/wind
robertson,Polygonum,amphibium,,,,,animal/wind
robertson,Polygonum,hydropiper,,,,,animal/wind
robertson,Polygonum,hydropiperoides,,,,,animal/wind
robertson,Polygonum,lapathifolium,,,,,animal/wind
robertson,Polygonum,persicaria,,,,,animal/wind
robertson,Polygonum,scandens,,,,,animal/wind
robertson,Polytaenia,nuttallii,,,,,wind
robertson,Pontederia,cordata,,,,,wind
robertson,Populus,deltoides,,,,,animal/wind
robertson,Populus,tremuloides,,,,,animal/wind
robertson,Portulaca,oleracea,,,,,insect/wind
robertson,Potentilla,canadensis,,,,,animal
robertson,Potentilla,norvegica,,,,,animal
robertson,Prenanthes,aspera,,,,,animal
robertson,Prenanthes,crepidinea,,,,,animal
robertson,Proboscidea,louisianica,,,,,animal
robertson,Prunella,vulgaris,,,,,insect
robertson,Prunus,americana,,,,,animal
robertson,Prunus,serotina,,,,,animal
robertson,Psedera,quinquefolia,,,,,NA
robertson,Pycnanthemum,flexuosum,,,,,NA
robertson,Pycnanthemum,pilosum,,,,,NA
robertson,Pycnanthemum,virginianum,,,,,NA
robertson,Pyrus,coronaria,,,,,animal
robertson,Ranunculus,abortivus,,,,,animal
robertson,Ranunculus,fascicularis,,,,,animal
robertson,Ranunculus,recurvatus,,,,,animal
robertson,Ranunculus,septentrionalis,,,,,animal
robertson,Ratibida,pinnata,,,,,animal
robertson,Rhamnus,lanceolata,,,,,animal
robertson,Rhus,canadensis,,,,,NA
robertson,Rhus,copallina,,,,,NA
robertson,Rhus,glabra,,,,,NA
robertson,Ribes,gracile,,,,,animal
robertson,Robinia,pseudacacia,,,,,animal
robertson,Rorippa,palustris,,,,,insect/wind
robertson,Rorippa,teres,,,,,animal/wind
robertson,Rosa,humilis,,,,,animal
robertson,Rosa,setigera,,,,,animal
robertson,Rubus,canadensis,,,,,animal
robertson,Rubus,occidentalis,,,,,animal
robertson,Rubus,villosus,,,,,animal
robertson,Rudbeckia,hirta,,,,,animal
robertson,Rudbeckia,laciniata,,,,,animal
robertson,Rudbeckia,subtomentosa,,,,,animal
robertson,Rudbeckia,triloba,,,,,animal
robertson,Ruellia,ciliosa,,,,,animal
robertson,Ruellia,strepens,,,,,animal
robertson,Sagittaria,latifolia,,,,,NA
robertson,Salix,amygdaloides,,,,,animal/wind
robertson,Salix,cordata,,,,,animal/wind
robertson,Salix,humilis,,,,,animal/wind
robertson,Salix,longifolia,,,,,animal/wind
robertson,Salix,nigra,,,,,animal/wind
robertson,Sambucus,canadensis,,,,,animal
robertson,Samolus,valerandi,,,,,animal
robertson,Sanguinaria,canadensis,,,,,animal/wind
robertson,Sanicula,canadensis,,,,,wind
robertson,Sanicula,marilandica,,,,,wind
robertson,Saponaria,officinalis,,,,,animal
robertson,Sassafras,albidum,,,,,NA
robertson,Scrophularia,marilandica,,,,,animal
robertson,Scutellaria,canescens,,,,,NA
robertson,Scutellaria,lateriflora,,,,,NA
robertson,Scutellaria,parvula,,,,,NA
robertson,Scutellaria,parvula,,,,,NA
robertson,Scutellaria,versicolor,,,,,NA
robertson,Senecio,aureus,,,,,animal
robertson,Sibara,virginica,,,,,animal/wind
robertson,Sicyos,angulatus,,,,,animal
robertson,Sida,spinosa,,,,,animal
robertson,Silene,nivea,,,,,animal
robertson,Silene,stellata,,,,,animal
robertson,Silphium,integrifolium,,,,,animal
robertson,Silphium,laciniatum,,,,,animal
robertson,Silphium,perfoliatum,,,,,animal
robertson,Silphium,terebinthinaceum,,,,,animal
robertson,Sisymbrium,canescens,,,,,animal/wind
robertson,Sisyrinchium,angustifolium,,,,,animal
robertson,Sisyrinchium,gramineum,,,,,animal
robertson,Sium,cicutaefolium,,,,,wind
robertson,Smilacina,racemosa,,,,,animal
robertson,Smilacina,stellata,,,,,animal
robertson,Smilax,herbacea,,,,,animal
robertson,Smilax,hispida,,,,,animal
robertson,Solanum,carolinense,,,,,animal
robertson,Solanum,nigrum,,,,,animal
robertson,Solanum,rostratum,,,,,animal
robertson,Solidago,canadensis,,,,,animal
robertson,Solidago,graminifolia,,,,,animal
robertson,Solidago,missouriensis,,,,,animal
robertson,Solidago,nemoralis,,,,,animal
robertson,Solidago,rigida,,,,,animal
robertson,Solidago,serotina,,,,,animal
robertson,Solidago,speciosa,,,,,animal
robertson,Solidago,ulmifolia,,,,,animal
robertson,Spiranthes,gracilis,,,,,animal
robertson,Stachys,palustris,,,,,insect
robertson,Staphylea,trifolia,,,,,NA
robertson,Steironema,ciliatum,,,,,animal
robertson,Stellaria,longifolia,,,,,animal
robertson,Stellaria,media,,,,,animal
robertson,Stenanthium,angustifolium,,,,,animal
robertson,Strophostyles,helvola,,,,,animal
robertson,Strophostyles,pauciflorus,,,,,animal
robertson,Stylosanthes,biflora,,,,,animal
robertson,Symphoricarpos,orbiculatus,,,,,animal
robertson,Taenidia,integerrima,,,,,wind
robertson,Taraxacum,officinale,,,,,animal
robertson,Tecoma,radicans,,,,,animal
robertson,Tephrosia,virginiana,,,,,animal
robertson,Teucrium,canadense,,,,,NA
robertson,Thalictrum,dasycarpum,,,,,animal
robertson,Thalictrum,thalictroides,,,,,animal
robertson,Thaspium,aureum,,,,,wind
robertson,Tilia,americana,,,,,NA
robertson,Toxicodendron,pubescens,,,,,NA
robertson,Tradescantia,subaspera,,,,,animal/self
robertson,Tradescantia,virginiana,,,,,animal/self
robertson,Trifolium,hybridum,,,,,animal
robertson,Trifolium,pratense,,,,,animal
robertson,Trifolium,reflexum,,,,,animal
robertson,Trifolium,repens,,,,,animal
robertson,Trillium,sessile,,,,,animal
robertson,Triodanis,perfoliata,,,,,animal
robertson,Triosteum,perfoliatum,,,,,animal
robertson,Ulmus,americana,,,,,animal
robertson,Ulmus,fulva,,,,,animal
robertson,Uvularia,grandiflora,,,,,animal
robertson,Valerianella,radiata,,,,,animal
robertson,Verbascum,thapsus,,,,,animal
robertson,Verbena,angustifolia,,,,,animal
robertson,Verbena,bracteosa,,,,,animal
robertson,Verbena,hastata,,,,,animal
robertson,Verbena,stricta,,,,,animal
robertson,Verbena,urticaefolia,,,,,animal
robertson,Verbesina,alternifolia,,,,,animal
robertson,Verbesina,helianthoides,,,,,animal
robertson,Vernonia,fasciculata,,,,,animal
robertson,Veronica,arvensis,,,,,animal
robertson,Veronica,peregrina,,,,,animal,,,,,
robertson,Veronica,virginica,,,,,animal,,,,,
robertson,Viburnum,prunifolium,,,,,animal,,,,,
robertson,Viburnum,pubescens,,,,,animal,,,,,
robertson,Viola,cucullata,,,,,animal,,,,,
robertson,Viola,pedata,,,,,animal,,,,,
robertson,Viola,pedatifida,,,,,animal,,,,,
robertson,Viola,pubescens,,,,,animal,,,,,
robertson,Viola,sagittata,,,,,animal,,,,,
robertson,Viola,striata,,,,,animal,,,,,
robertson,Vitis,cordifolia,,,,,animal,,,,,
robertson,Vitis,vulpina,,,,,animal,,,,,
robertson,Zanthoxylum,americanum,,,,,animal,,,,,
robertson,Zea,mays,,,,,wind,,,,,
robertson,Zizia,aurea,,,,,wind,,,,,
sevcore,Acalypha,neomexicana,,,native,,animal,,forb/herb,annual,,
sevcore,Acourtia,nana,,,native,,animal,,forb/herb,perennial,,
sevcore,Allionia,incarnata,,,native,,animal,,forb/herb,annual/perennial,,
sevcore,Allium,macropetalum,,,native,,animal,,forb/herb,perennial,,
sevcore,Amaranthus,albus,,,exotic,,animal,,forb/herb,annual,,
sevcore,Amaranthus,palmeri,,,native,,animal,,forb/herb,annual,,
sevcore,Aphanostephus,ramosissimus,,,native,,animal,,forb/herb,annual,,
sevcore,Arabis,fendleri,,,native,,animal/wind,,subshrub/forb/herb,perennial,,
sevcore,Aristida,adscensionis,,,native,,wind,,graminoid,annual,,
sevcore,Aristida,divaricata,,,native,,wind,,graminoid,perennial,,
sevcore,Aristida,purpurea,,,native,,wind,,graminoid,annual/perennial,,
sevcore,Artemisia,ludoviciana,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Asclepias,brachystephana,,,native,,animal,,forb/herb,perennial,,
sevcore,Asclepias,involucrata,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Asclepias,latifolia,,,native,,animal,,forb/herb,perennial,,
sevcore,Astragalus,missouriensis,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Astragalus,nuttallianus,,,native,,animal,,forb/herb,annual/perennial,,
sevcore,Atriplex,canescens,,,native,,wind,,shrub,perennial,,
sevcore,Avena,sativa,,,exotic,,wind,,graminoid,annual,,
sevcore,Baccharis,wrightii,,,native,,animal,,subshrub/shrub,perennial,,
sevcore,Bahia,absinthifolia,,,native,,animal,,forb/herb,perennial,,
sevcore,Bahia,dissecta,,,native,,animal,,forb/herb,annual/biennial/perennial,,
sevcore,Baileya,multiradiata,,,native,,animal,,forb/herb,annual/biennial/perennial,,
sevcore,Berlandiera,lyrata,,,native,,animal,,forb/herb,perennial,,
sevcore,Boerhavia,spicata,,,native,,animal,,forb/herb,annual,,
sevcore,Bouteloua,barbata,,,native,,wind,,graminoid,annual,,
sevcore,Bouteloua,curtipendula,,,native,,wind,,graminoid,perennial,,
sevcore,Bouteloua,eriopoda,,,native,,wind,,graminoid,perennial,,
sevcore,Bouteloua,gracilis,,,native,,wind,,graminoid,perennial,,
sevcore,Bouteloua,hirsuta,,,native,,wind,,graminoid,perennial,,
sevcore,Brickellia,brachyphylla,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Brickellia,californica,,,native,,animal,,subshrub/shrub,perennial,,
sevcore,Brickellia,eupatorioides,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Brickellia,microphylla,,,native,,animal,,subshrub/shrub,perennial,,
sevcore,Caesalpinia,drepanocarpa,Hoffmannseggia,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Caesalpinia,jamesii,Pomaria,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Calylophus,hartwegii,,,native,,animal/wind,,subshrub/forb/herb,perennial,,
sevcore,Castilleja,integra,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Cercocarpus,montanus,,,native,,animal,,tree/shrub,perennial,,
sevcore,Chaetopappa,ericoides,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Chamaesaracha,coniodes,,,native,,animal,,forb/herb,perennial,,
sevcore,Chamaesaracha,coronopus,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Chamaesyce,albomarginata,,,native,,animal,,forb/herb,perennial,,
sevcore,Chamaesyce,fendleri,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Chamaesyce,lata,,,native,,animal,,forb/herb,perennial,,
sevcore,Chamaesyce,revoluta,,,native,,animal,,forb/herb,annual,,
sevcore,Chamaesyce,serpyllifolia,,,native,,animal,,forb/herb,annual,,
sevcore,Chamaesyce,serrula,,,native,,animal,,forb/herb,annual,,
sevcore,Chamaesyce,stictospora,,,native,,animal,,forb/herb,annual,,
sevcore,Chenopodium,incanum,,,native,,wind,,forb/herb,annual,,
sevcore,Cirsium,neomexicanum,,,native,,animal,,forb/herb,biennial/perennial,,
sevcore,Convolvulus,arvensis,,,exotic,,insect,,vine/forb/herb,perennial,,
sevcore,Convolvulus,equitans,,,native,,,,vine/forb/herb,annual/perennial,,
sevcore,Conyza,canadensis,,,native,,animal,,forb/herb,annual/biennial,,
sevcore,Cryptantha,crassisepala,,,native,,animal,,forb/herb,annual,,
sevcore,Cucurbita,foetidissima,,,native,,animal,,vine/forb/herb,perennial,,
sevcore,Cymopterus,acaulis,,,native,,wind,,forb/herb,perennial,,
sevcore,Dalea,formosa,,,native,,animal,,subshrub/shrub,perennial,,
sevcore,Dalea,jamesii,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Dalea,nana,,,native,,animal,,forb/herb,perennial,,
sevcore,Dimorphocarpa,wislizeni,,,native,,animal/wind,,forb/herb,annual,,
sevcore,Draba,cuneifolia,,,native,,animal/wind,,forb/herb,annual,,
sevcore,Echinocereus,coccineus,,,native,,animal,,shrub,perennial,,
sevcore,Elymus,elymoides,,,native,,wind,,graminoid,perennial,,
sevcore,Enneapogon,desvauxii,,,native,,wind,,graminoid,perennial,,
sevcore,Ephedra,torreyana,,,native,,,,subshrub/shrub,perennial,,
sevcore,Erigeron,divergens,,,native,,animal,,forb/herb,biennial,,
sevcore,Erigeron,flagellaris,,,native,,animal,,forb/herb,biennial,,
sevcore,Eriogonum,abertianum,,,native,,animal/wind,,forb/herb,annual,,
sevcore,Eriogonum,polycladon,,,native,,animal/wind,,forb/herb,annual,,
sevcore,Eriogonum,rotundifolium,,,native,,animal/wind,,forb/herb,annual,,
sevcore,Eriogonum,wrightii,,,native,,animal/wind,,subshrub/shrub/forb/herb,annual,,
sevcore,Erodium,texanum,,,native,,,,forb/herb,annual/biennial,,
sevcore,Escobaria,vivipara,,,native,,animal,,shrub,perennial,,
sevcore,Euphorbia,exstipulata,,,native,,animal,,forb/herb,annual,,
sevcore,Evolvulus,nuttallianus,,,native,,,,subshrub/forb/herb,perennial,,
sevcore,Fallugia,paradoxa,,,native,,animal,,shrub,perennial,,
sevcore,Gaillardia,pinnatifida,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Gaillardia,pulchella,,,native,,animal,,subshrub/forb/herb,annual/biennial/perennial,,
sevcore,Gaura,coccinea,,,native,,animal/wind,,subshrub/forb/herb,perennial,,
sevcore,Gaura,suffulta,,,native,,animal/wind,,forb/herb,annual,,
sevcore,Gilia,mexicana,,,native,,,,forb/herb,annual,,
sevcore,Gutierrezia,sarothrae,,,native,,animal,,subshrub/shrub/forb/herb,perennial,,
sevcore,Hedeoma,oblongifolia,,,native,,,,forb/herb,perennial,,
sevcore,Hoffmannseggia,glauca,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Houstonia,rubra,,,native,,animal,,forb/herb,perennial,,
sevcore,Hybanthus,verticillatus,,,native,,animal,,forb/herb,perennial,,
sevcore,Hymenopappus,filifolius,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Hymenoxys,richardsonii,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Ipomoea,costellata,,,native,,animal,,vine/forb/herb,annual,,
sevcore,Ipomopsis,laxiflora,,,native,,,,forb/herb,annual/biennial,,
sevcore,Ipomopsis,longiflora,,,native,,,,forb/herb,annual/biennial,,
sevcore,Ipomopsis,pumila,,,native,,,,forb/herb,annual,,
sevcore,Juniperus,monosperma,,,native,,wind,,tree/shrub,perennial,,
sevcore,Kallstroemia,parviflora,,,native,,animal,,forb/herb,annual,,
sevcore,Krameria,lanceolata,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Krascheninnikovia,lanata,,,native,,,,subshrub/shrub,perennial,,
sevcore,Lactuca,serriola,,,exotic,,animal,,forb/herb,annual/biennial,,
sevcore,Laennecia,coulteri,,,native,,animal,,forb/herb,annual,,
sevcore,Lappula,occidentalis,,,native,,animal,,forb/herb,annual/biennial,,
sevcore,Larrea,tridentata,,,native,,animal,,shrub,perennial,,
sevcore,Lepidium,densiflorum,,,native,,animal/wind,,forb/herb,annual/biennial,,
sevcore,Lesquerella,fendleri,,,native,,animal/wind,,forb/herb,perennial,,
sevcore,Lesquerella,ovalifolia,,,native,,animal/wind,,forb/herb,perennial,,
sevcore,Linum,lewisii,,,native,,,,subshrub/forb/herb,perennial,,
sevcore,Linum,puberulum,,,native,,,,forb/herb,annual,,
sevcore,Lithospermum,incisum,,,native,,animal,,forb/herb,perennial,,
sevcore,Lupinus,brevicaulis,,,native,,animal,,forb/herb,annual,,
sevcore,Lycium,pallidum,,,native,,animal,,shrub,perennial,,
sevcore,Lycurus,phleoides,,,native,,wind,,graminoid,perennial,,
sevcore,Machaeranthera,canescens,,,native,,animal,,forb/herb,annual/biennial/perennial,,
sevcore,Machaeranthera,gracilis,,,native,,animal,,forb/herb,annual,,
sevcore,Machaeranthera,pinnatifida,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Machaeranthera,tanacetifolia,,,native,,animal,,forb/herb,annual/biennial,,
sevcore,Mahonia,haematocarpa,,,native,,,,shrub,perennial,,
sevcore,Malacothrix,fendleri,,,native,,animal,,forb/herb,annual,,
sevcore,Melampodium,leucanthum,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Mirabilis,albida,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Mirabilis,linearis,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Mirabilis,multiflora,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Mirabilis,oxybaphoides,,,native,,animal,,forb/herb,perennial,,
sevcore,Muhlenbergia,arenacea,,,native,,wind,,graminoid,perennial,,
sevcore,Muhlenbergia,arenicola,,,native,,wind,,graminoid,perennial,,
sevcore,Muhlenbergia,montana,,,native,,wind,,graminoid,perennial,,
sevcore,Muhlenbergia,porteri,,,native,,wind,,graminoid,perennial,,
sevcore,Muhlenbergia,repens,,,native,,wind,,graminoid,perennial,,
sevcore,Muhlenbergia,torreyi,,,native,,wind,,graminoid,perennial,,
sevcore,Munroa,squarrosa,Monroa,,native,,wind,,graminoid,annual,,
sevcore,Nama,hispidum,,,native,,animal,,forb/herb,annual,,
sevcore,Nerisyrenia,camporum,,,native,,animal/wind,,subshrub/forb/herb,perennial,,
sevcore,Nolina,microcarpa,,,native,,animal,,subshrub/shrub,perennial,,
sevcore,Opuntia,polyacantha,,,native,,animal,,shrub,perennial,,
sevcore,Orobanche,ludoviciana,,,native,,animal,,forb/herb,annual,,
sevcore,Panicum,obtusum,,,native,,wind,,graminoid,perennial,,
sevcore,Parthenium,incanum,,,native,,animal,,shrub,perennial,,
sevcore,Pectis,angustifolia,,,native,,animal,,forb/herb,annual,,
sevcore,Penstemon,fendleri,,,native,,animal,,forb/herb,perennial,,
sevcore,Phacelia,integrifolia,,,native,,animal,,forb/herb,annual/biennial/perennial,,
sevcore,Pinus,edulis,,,native,,wind,,tree,perennial,,
sevcore,Plantago,patagonica,,,native,,wind,,forb/herb,annual,,
sevcore,Poa,bigelovii,,,native,,wind,,graminoid,annual,,
sevcore,Polygala,alba,,,native,,animal,,forb/herb,perennial,,
sevcore,Portulaca,oleracea,,,exotic,,animal/wind,,forb/herb,annual,,
sevcore,Portulaca,pilosa,,,native,,,,forb/herb,annual/perennial,,
sevcore,Proboscidea,parviflora,,,native,,animal,,forb/herb,annual,,
sevcore,Prosopis,glandulosa,,,native,,animal,,tree/shrub,perennial,,
sevcore,Psilostrophe,tagetina,,,native,,animal,,subshrub/forb/herb,biennial/perennial,,
sevcore,Quercus,turbinella,,,native,,wind,,tree/shrub,perennial,,
sevcore,Rhus,microphylla,,,native,,,,tree/shrub,perennial,,
sevcore,Rhus,trilobata,,,native,,,,shrub,perennial,,
sevcore,Sanvitalia,aberti,,abertii,native,,animal,,forb/herb,annual,,
sevcore,Scleropogon,brevifolius,,,native,,wind,,graminoid,perennial,,
sevcore,Scorzonera,laciniata,,,exotic,,animal,,forb/herb,perennial,,
sevcore,Senecio,flaccidus,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Senna,bauhinoides,,bauhinioides,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Solanum,elaeagnifolium,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Solanum,heterodoxum,,,native,,animal,,forb/herb,annual,,
sevcore,Solanum,rostratum,,,native,,animal,,forb/herb,annual,,
sevcore,Sphaeralcea,coccinea,,,native,,animal,,subshrub/forb/herb,biennial/perennial,,
sevcore,Sphaeralcea,hastulata,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Sphaeralcea,leptophylla,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Sphaeralcea,wrightii,,,native,,animal,,subshrub/forb/herb,perennial,,
sevcore,Sporobolus,airoides,,,native,,wind,,graminoid,perennial,,
sevcore,Sporobolus,contractus,,,native,,wind,,graminoid,perennial,,
sevcore,Sporobolus,cryptandrus,,,native,,wind,,graminoid,perennial,,
sevcore,Sporobolus,flexuosus,,,native,,wind,,graminoid,perennial,,
