site,genus,species,genus.update,species.update,native/exotic,invasive/noxious,pollination (wind/animal/self),animal_type,lifeform,duration,resources,notes
kochmer,Symphoricarpos,orbiculatus,,,native,,animal,,shrub,perennial,,
kochmer,Symplocos,tinctoria,,,,,animal,,,,,
kochmer,Synandra,hispidula,,,,,,,,,,
kochmer,Taenidia,integerrima,,,,,wind,,,,,
kochmer,Tagetes,erecta,,,,,animal,,,,,
kochmer,Tagetes,minuta,,,,,animal,,,,,
kochmer,Tagetes,patula,,,,,animal,,,,,
kochmer,Tanacetum,vulgare,,,exotic,,animal,,forb/herb,perennial,,
kochmer,Taraxacum,laevigatum,,,,,animal,,,,,
kochmer,Taraxacum,officinale,,,native/exotic,,animal,,forb/herb,perennial,,
kochmer,Teesdalia,nudicaulis,,,,,animal/wind,,,,,
kochmer,Tephrosia,florida,,,,,animal,,,,,
kochmer,Tephrosia,hispidula,,,,,animal,,,,,
kochmer,Tephrosia,spicata,,,,,animal,,,,,
kochmer,Tephrosia,virginiana,,,,,animal,,,,,
kochmer,Tetragonia,expansa,,,,,animal,,,,,
kochmer,Tetragonotheca,helianthoides,,,,,animal,,,,,
kochmer,Teucrium,canadense,,,native,,,,forb/herb,perennial,,
kochmer,Thalia,dealbata,,,,,animal,,,,,
kochmer,Thalictrum,clavatum,,,native,,animal,,forb/herb,perennial,,
kochmer,Thalictrum,cooleyi,,,,,animal,,,,,
kochmer,Thalictrum,coriaceum,,,native,,animal,,forb/herb,perennial,,
kochmer,Thalictrum,dioicum,,,native,,animal,,forb/herb,perennial,,
kochmer,Thalictrum,macrostylum,,,,,animal,,,,,
kochmer,Thalictrum,polygamum,,,,,animal,,,,,
kochmer,Thalictrum,revolutum,,,,,animal,,,,,
kochmer,Thalictrum,subrotundum,,,,,animal,,,,,
kochmer,Thalictrum,thalictroides,,,native,,animal,,forb/herb,perennial,,
kochmer,Thaspium,barbinode,,,,,wind,,,,,
kochmer,Thaspium,pinnatifidum,,,,,wind,,,,,
kochmer,Thaspium,trifoliatum,,,,,wind,,,,,
kochmer,Thermopsis,fraxinifolia,,,,,animal,,,,,
kochmer,Thermopsis,mollis,,,,,animal,,,,,
kochmer,Thermopsis,villosa,,,native,,animal,,forb/herb,perennial,,
kochmer,Thlaspi,alliaceum,,,,,animal/wind,,,,,
kochmer,Thlaspi,arvense,,,exotic,,animal/wind,,forb/herb,annual,,
kochmer,Thlaspi,perfoliatum,,,,,animal/wind,,,,,
kochmer,Thymus,serpyllum,,praecox/pulegioides,exotic,,insect,,subshrub/forb/herb,perennial,,
kochmer,Tiarella,cordifolia,,,native,,animal,,forb/herb,perennial,,
kochmer,Tilia,americana,,,native,,,,tree,perennial,,
kochmer,Tilia,caroliniana,,,,,,,,,,
kochmer,Tilia,floridana,,,,,,,,,,
kochmer,Tilia,heterophylla,,,,,,,,,,
kochmer,Tipularia,discolor,,,,,animal,,,,,
kochmer,Tofieldia,glabra,,,,,,,,,,
kochmer,Tofieldia,racemosa,,,,,animal,,,,,
kochmer,Torilis,arvensis,,,,,wind,,,,,
kochmer,Torilis,nodosa,,,,,wind,,,,,
kochmer,Trachelospermum,difforme,,,,,,,,,,
kochmer,Tragia,urens,,,,,animal,,,,,
kochmer,Tragia,urticifolia,,,,,animal,,,,,
kochmer,Tragopogon,dubius,,,exotic,,animal,,forb/herb,annual/biennial,,
kochmer,Tragopogon,porrifolius,,,exotic,,animal,,forb/herb,biennial,,
kochmer,Trautvetteria,caroliniensis,,,,,animal,,,,,
kochmer,Trepocarpus,aethusae,,,,,wind,,,,,
kochmer,Trianthema,portulacastrum,,,,,animal,,,,,
kochmer,Tribulus,terrestris,,,exotic,,animal,,forb/herb,annual,,
kochmer,Trichostema,dichotomum,,,,,,,,,,
kochmer,Trichostema,setaceum,,,,,,,,,,
kochmer,Trifolium,arvense,,,exotic,,animal,,forb/herb,annual,,
kochmer,Trifolium,aureum,,,,,animal,,,,,
kochmer,Trifolium,campestre,,,exotic,,animal,,forb/herb,annual/biennial,,
kochmer,Trifolium,carolinianum,,,,,animal,,,,,
kochmer,Trifolium,dubium,,,exotic,,animal,,forb/herb,annual,,
kochmer,Trifolium,hirtum,,,,,animal,,,,,
kochmer,Trifolium,hybridum,,,exotic,,animal,,forb/herb,annual/perennial,,
kochmer,Trifolium,incarnatum,,,exotic,,animal,,forb/herb,annual,,
kochmer,Trifolium,lappaceum,,,,,animal,,,,,
kochmer,Trifolium,pratense,,,exotic,,animal,,forb/herb,biennial/perennial,,
kochmer,Trifolium,reflexum,,,,,animal,,,,,
kochmer,Trifolium,repens,,,exotic,,animal,,forb/herb,perennial,,
kochmer,Trifolium,resupinatum,,,,,animal,,,,,
kochmer,Trifolium,striatum,,,,,animal,,,,,
kochmer,Trilisa,odoratissima,,,,,animal,,,,,
kochmer,Trilisa,paniculata,,,,,animal,,,,,
kochmer,Trillium,catesbaei,,,,,animal,,,,,
kochmer,Trillium,cernuum,,,,,animal,,,,,
kochmer,Trillium,cuneatum,,,,,animal,,,,,
kochmer,Trillium,discolor,,,,,animal,,,,,
kochmer,Trillium,erectum,,,native,,animal,,forb/herb,perennial,,
kochmer,Trillium,grandiflorum,,,native,,animal,,forb/herb,perennial,,
kochmer,Trillium,lancifolium,,,,,animal,,,,,
kochmer,Trillium,pusillum,,,,,animal,,,,,
kochmer,Trillium,undulatum,,,,,animal,,,,,
kochmer,Trillium,viride,,,,,animal,,,,,
kochmer,Triosteum,angustifolium,,,,,animal,,,,,
kochmer,Triosteum,aurantiacum,,,,,animal,,,,,
kochmer,Triosteum,perfoliatum,,,native,,animal,,forb/herb,perennial,,
kochmer,Triphora,trianthophora,,,,,animal,,,,,
kochmer,Ulmus,alata,,,,,animal,,,,,
kochmer,Ulmus,americana,,,native,,animal,,tree,perennial,,
kochmer,Ulmus,rubra,,,native,,animal,,tree,perennial,,
kochmer,Urtica,chamaedryoides,,,,,wind,,,,,
kochmer,Urtica,dioica,,,native/exotic,,wind,,forb/herb,perennial,,
kochmer,Urtica,urens,,,,,wind,,,,,
kochmer,Uvularia,floridana,,,,,animal,,,,,
kochmer,Uvularia,grandiflora,,,native,,animal,,forb/herb,perennial,,
kochmer,Uvularia,perfoliata,,,native,,animal,,forb/herb,perennial,,
kochmer,Uvularia,pudica,,,,,animal,,,,,
kochmer,Uvularia,sessilifolia,,,native,,animal,,forb/herb,perennial,,
kochmer,Vaccinium,arboreum,,,,,animal,,,,,
kochmer,Vaccinium,atrococcum,,,,,animal,,,,,
kochmer,Vaccinium,corymbosum,,,native,,animal,,shrub,perennial,,
kochmer,Vaccinium,crassifolium,,,,,animal,,,,,
kochmer,Vaccinium,elliottii,,,,,animal,,,,,
kochmer,Vaccinium,erythrocarpum,,,,,animal,,,,,
kochmer,Vaccinium,hirsutum,,,,,animal,,,,,
kochmer,Vaccinium,macrocarpon,,,,,animal,,,,,
kochmer,Vaccinium,myrsinites,,,,,animal,,,,,
kochmer,Vaccinium,stamineum,,,native,,animal,,shrub,perennial,,
kochmer,Vaccinium,tenellum,,,,,animal,,,,,
kochmer,Vaccinium,vacillans,,,,,animal,,,,,
kochmer,Vaccinium,virgatum,,,,,animal,,,,,
kochmer,Veratrum,parviflorum,,,,,animal,,,,,
kochmer,Veratrum,viride,,,native,,animal,,forb/herb,perennial,,
kochmer,Verbascum,blattaria,,,exotic,,animal,,forb/herb,biennial,,
kochmer,Verbascum,phlomoides,,,,,animal,,,,,
kochmer,Verbascum,thapsus,,,exotic,,animal,,forb/herb,biennial,,
kochmer,Verbascum,virgatum,,,,,animal,,,,,
kochmer,Verbesina,alternifolia,,,native,,animal,,forb/herb,perennial,,
kochmer,Verbesina,encelioides,,,,,animal,,,,,
kochmer,Verbesina,laciniata,,,,,animal,,,,,
kochmer,Verbesina,occidentalis,,,,,animal,,,,,
kochmer,Verbesina,walteri,,,,,animal,,,,,
kochmer,Vernonia,acaulis,,,,,animal,,,,,
kochmer,Vernonia,altissima,,,,,animal,,,,,
kochmer,Vernonia,angustifolia,,,,,animal,,,,,
kochmer,Vernonia,georgiana,,,,,animal,,,,,
kochmer,Vernonia,glauca,,,,,animal,,,,,
kochmer,Vernonia,noveboracensis,,,,,animal,,,,,
kochmer,Veronica,agrestis,,,,,animal,,,,,
kochmer,Veronica,americana,,,,,animal,,,,,
kochmer,Veronica,anagallis-aquatica,,,,,animal,,,,,
kochmer,Veronica,arvensis,,,exotic,,animal,,forb/herb,annual,,
kochmer,Veronica,chamaedrys,,,,,animal,,,,,
kochmer,Veronica,hederaefolia,,,,,animal,,,,,
kochmer,Veronica,officinalis,,,exotic,,animal,,forb/herb,perennial,,
kochmer,Veronica,peregrina,,,native,,animal,,forb/herb,annual,,
kochmer,Veronica,persica,,,exotic,,animal,,forb/herb,annual,,
kochmer,Veronica,serpyllifolia,,,native/exotic,,animal,,forb/herb,perennial,,
kochmer,Veronica,triphyllos,,,,,animal,,,,,
kochmer,Veronicastrum,virginicum,,,native,,animal,,forb/herb,perennial,,
kochmer,Viburnum,acerifolium,,,native,,animal,,subshrub/shrub,perennial,,
kochmer,Viburnum,cassinoides,,,,,animal,,,,,
kochmer,Viburnum,dentatum,,,native,,animal,,tree/shrub,perennial,,
kochmer,Viburnum,lantanoides,,,,,animal,,,,,
kochmer,Viburnum,nudum,,,native,,animal,,tree/shrub,perennial,,
kochmer,Viburnum,obovatum,,,,,animal,,,,,
kochmer,Viburnum,prunifolium,,,native,,animal,,tree/shrub,perennial,,
kochmer,Viburnum,rafinesquianum,,,,,animal,,,,,
kochmer,Viburnum,rufidulum,,,,,animal,,,,,
kochmer,Vicia,acutifolia,,,,,animal,,,,,
kochmer,Vicia,angustifolia,,,,,animal,,,,,
kochmer,Vicia,caroliniana,,,native,,animal,,vine/forb/herb,perennial,,
kochmer,Vicia,cracca,,,exotic,,animal,,vine/forb/herb,perennial,,
kochmer,Vicia,grandiflora,,,,,animal,,,,,
kochmer,Vicia,hirsuta,,,,,animal,,,,,
kochmer,Vicia,hugeri,,,,,animal,,,,,
kochmer,Vicia,lathyroides,,,,,animal,,,,,
kochmer,Vicia,sativa,,,exotic,,animal,,vine/forb/herb,annual,,
kochmer,Vicia,tetrasperma,,,exotic,,animal,,vine/forb/herb,annual,,
kochmer,Vicia,villosa,,,exotic,,animal,,vine/forb/herb,annual/biennial/perennial,,
kochmer,Vigna,luteola,,,,,animal,,,,,
kochmer,Vigna,unguiculata,,,,,animal,,,,,
kochmer,Vinca,major,,,exotic,,animal,,vine/forb/herb,perennial,,
kochmer,Vinca,minor,,,exotic,,insect,,vine/forb/herb,perennial,,
kochmer,Vinca,rosea,,,,,,,,,,
kochmer,Wahlenbergia,marginata,,,,,animal,,,,,
kochmer,Waldsteinia,fragarioides,,,,,animal,,,,,
kochmer,Warea,cuneifolia,,,,,animal/wind,,,,,
kochmer,Wisteria,floribunda,,,exotic,,animal,,vine,perennial,,
kochmer,Wisteria,frutescens,,,,,animal,,,,,
kochmer,Wisteria,sinensis,,,exotic,,animal,,vine,perennial,,
kochmer,Xanthium,spinosum,,,,,animal,,,,,
kochmer,Xanthium,strumarium,,,,,animal,,,,,
kochmer,Xerophyllum,asphodeloides,,,,,animal,,,,,
kochmer,Yucca,aloifolia,,,,,animal,,,,,
kochmer,Yucca,filamentosa,,,native,,animal,,subshrub/shrub/forb/herb,perennial,,
kochmer,Yucca,gloriosa,,,,,animal,,,,,
kochmer,Zanthoxylum,americanum,,,native,,animal,,tree/shrub,perennial,,
kochmer,Zanthoxylum,clava-herculis,,,,,animal,,,,,
kochmer,Zenobia,pulverulenta,,,,,animal,,,,,
kochmer,Zephyranthes,atamasco,,,,,animal,,,,,
kochmer,Zephyranthes,candida,,,,,,,,,,
kochmer,Zephyranthes,simpsonii,,,,,,,,,,
kochmer,Zigadenus,densus,,,,,animal,,,,,
kochmer,Zigadenus,elegans,,,,,animal,,,,,
kochmer,Zigadenus,glaberrimus,,,,,animal,,,,,
kochmer,Zizia,aptera,,,native,,wind,,forb/herb,perennial,,
kochmer,Zizia,aurea,,,,,wind,,,,,
kochmer,Zizia,trifoliata,,,,,wind,,,,,
kochmer,Zornia,bracteata,,,,,animal,,,,,
konza,Achillea,millefolium,,,native/exotic,,animal,,forb/herb,perennial,,
konza,Aesculus,glabra,,,native,,animal,,tree,perennial,,
konza,Agalinis,aspera,,,native,,animal,,forb/herb,annual,,
konza,Agalinis,densiflora,,,native,,animal,,forb/herb,annual,,
konza,Agrimonia,pubescens,,,native,,animal,,forb/herb,perennial,,
konza,Alliaria,petiolata,,,exotic,,animal/wind,,forb/herb,annual/biennial,,
konza,Allium,canadense,,,native,,animal,,forb/herb,perennial,,
konza,Allium,stellatum,,,native,,animal,,forb/herb,perennial,,
konza,Amorpha,canescens,,,native,,animal,,subshrub/shrub,perennial,,
konza,Amorpha,fruticosa,,,native,,animal,,shrub,perennial,,
konza,Amphiachyris,dracunculoides,,,native,,animal,,forb/herb,annual,,
konza,Amphicarpaea,bracteata,,,native,,animal,,vine/forb/herb,annual/perennial,,
konza,Andropogon,gerardii,,,native,,wind,,graminoid,perennial,,
konza,Andropogon,scoparius,Schizachyrium,scoparium,native,,wind,,graminoid,perennial,,
konza,Anemone,caroliniana,,,native,,animal,,forb/herb,perennial,,
konza,Antennaria,neglecta,,,native,,animal,,forb/herb,perennial,,
konza,Apocynum,cannabinum,,,native,,,,forb/herb,perennial,,
konza,Argemone,polyanthemos,,,native,,animal/wind,,forb/herb,annual/biennial/perennial,,
konza,Arnoglossum,plantagineum,,,native,,animal,,forb/herb,perennial,,
konza,Asclepias,stenophylla,,,native,,animal,,subshrub/forb/herb,perennial,,
konza,Asclepias,sullivantii,,,native,,animal,,forb/herb,perennial,,
konza,Asclepias,syriaca,,,native,,animal,,forb/herb,perennial,,
konza,Asclepias,tuberosa,,,native,,animal,,forb/herb,perennial,,
konza,Asclepias,verticillata,,,native,,animal,,forb/herb,perennial,,
konza,Asclepias,viridiflora,,,native,,animal,,forb/herb,perennial,,
konza,Asclepias,viridis,,,native,,animal,,forb/herb,perennial,,
konza,Astragalus,crassicarpus,,,native,,animal,,forb/herb,perennial,,
konza,Astragalus,missouriensis,,,native,,animal,,subshrub/forb/herb,perennial,,
konza,Baptisia,australis,,,native,,animal,,forb/herb,perennial,,
konza,Baptisia,bracteata,,,native,,animal,,forb/herb,perennial,,
konza,Bouteloua,curtipendula,,,native,,wind,,graminoid,perennial,,
konza,Bouteloua,gracilis,,,native,,wind,,graminoid,perennial,,
konza,Bouteloua,hirsuta,,,native,,wind,,graminoid,perennial,,
konza,Buchloe,dactyloides,,,native,,wind,,graminoid,perennial,,
konza,Callirhoe,alcaeoides,,,native,,animal,,forb/herb,perennial,,
konza,Callirhoe,involucrata,,,native,,animal,,forb/herb,perennial,,
konza,Calylophus,serrulatus,,,native,,animal/wind,,subshrub/forb/herb,perennial,,
konza,Calystegia,macounii,,,native,,animal,,vine/forb/herb,perennial,,
konza,Campanulastrum,americanum,,,native,,animal,,forb/herb,annual,,
konza,Campsis,radicans,,,native,,animal,,vine,perennial,,
konza,Carex,meadii,,,native,,wind,,graminoid,perennial,,
konza,Cassia,chamaecrista,,,native,,animal,,forb/herb,annual,,
konza,Cassia,marilandica,,,native,,animal,,subshrub/forb/herb,perennial,,
konza,Ceanothus,herbaceus,,,native,,animal,,shrub,perennial,,
konza,Celastrus,scandens,,,native,,animal,,vine,perennial,,
konza,Celtis,occidentalis,,,native,,animal,,tree/shrub,perennial,,
konza,Cercis,canadensis,,,native,,animal,,tree/shrub,perennial,,
konza,Chrysopsis,canescens,Heterotheca,,native,,animal,,subshrub/forb/herb,perennial,,
konza,Cirsium,altissimum,,,native,,animal,,forb/herb,biennial,,
konza,Cirsium,undulatum,,,native,,animal,,forb/herb,biennial/perennial,,
konza,Clematis,pitcheri,,,native,,animal,,vine,perennial,,
konza,Comandra,umbellata,,,native,,,,subshrub/forb/herb,perennial,,
konza,Commelina,erecta,,,native,,animal/self,,forb/herb,perennial,,
konza,Conium,maculatum,,,exotic,,wind,,forb/herb,biennial,,
konza,Cornus,drummondii,,,native,,animal,,tree/shrub,perennial,,
konza,Corydalis,micrantha,,,native,,animal/wind,,forb/herb,annual,,
konza,Crataegus,mollis,,,native,,animal,,tree/shrub,perennial,,
konza,Croton,capitatus,,,native,,animal,,forb/herb,annual,,
konza,Croton,monanthogynus,,,native,,animal,,forb/herb,annual,,
konza,Cucurbita,foetidissima,,,native,,animal,,vine/forb/herb,perennial,,
konza,Dalea,candida,,,native,,animal,,subshrub/forb/herb,perennial,,
konza,Dalea,multiflora,,,native,,animal,,subshrub/forb/herb,perennial,,
konza,Dalea,purpurea,,,native,,animal,,subshrub/forb/herb,perennial,,
konza,Delphinium,carolinianum,,,native,,animal,,forb/herb,perennial,,
konza,Desmanthus,illinoensis,,,native,,animal,,subshrub/forb/herb,perennial,,
konza,Desmodium,canescens,,,native,,animal,,forb/herb,perennial,,
konza,Desmodium,glutinosum,,,native,,animal,,forb/herb,perennial,,
konza,Desmodium,illinoense,,,native,,animal,,forb/herb,perennial,,
konza,Desmodium,paniculatum,,,native,,animal,,forb/herb,perennial,,
konza,Desmodium,sessilifolium,,,native,,animal,,forb/herb,perennial,,
konza,Dianthus,armeria,,,exotic,,animal,,forb/herb,annual/biennial,,
konza,Dicentra,cucullaria,,,native,,animal/wind,,forb/herb,perennial,,
konza,Dichanthelium,oligosanthes,,,native,,wind,,graminoid,perennial,,
konza,Draba,cuneifolia,,,native,,animal/wind,,forb/herb,annual,,
konza,Dyssodia,papposa,,,native,,animal,,forb/herb,annual,,
konza,Echinacea,angustifolia,,,native,,animal,,forb/herb,perennial,,
konza,Elymus,canadensis,,,native,,wind,,graminoid,perennial,,
konza,Erigeron,annuus,,,native,,animal,,forb/herb,annual,,
konza,Erigeron,philadelphicus,,,native,,animal,,forb/herb,biennial/perennial,,
konza,Erigeron,strigosus,,,native,,animal,,forb/herb,annual/biennial/perennial,,
konza,Erythronium,albidum,,,native,,animal,,forb/herb,perennial,,
konza,Escobaria,missouriensis,,,native,,animal,,shrub,perennial,,
konza,Eupatorium,altissimum,,,native,,animal,,forb/herb,perennial,,
konza,Eupatorium,rugosum,Ageratina,altissima,native,,animal,,forb/herb,perennial,,
konza,Euphorbia,corollata,,,native,,animal,,forb/herb,perennial,,
konza,Euphorbia,marginata,,,native,,animal,,forb/herb,annual,,
konza,Evolvulus,nuttallianus,,,native,,,,subshrub/forb/herb,perennial,,
konza,Gaura,longiflora,,,native,,animal/wind,,forb/herb,annual/biennial/perennial,,
konza,Gaura,mollis,,,native,,animal/wind,,forb/herb,annual,,
konza,Gentiana,puberulenta,,,native,,animal,,forb/herb,perennial,,
konza,Geum,canadense,,,native,,animal,,forb/herb,perennial,,
konza,Glandularia,bipinnatifida,,,native,,animal,,forb/herb,annual/perennial,,
konza,Glandularia,canadensis,,,native,,animal,,forb/herb,perennial,,
konza,Gleditsia,triacanthos,,,native,,animal,,tree/shrub,perennial,,
konza,Gnaphalium,obtusifolium,Pseudognaphalium,,native,,animal,,forb/herb,annual/biennial,,
konza,Grindelia,squarrosa,,,native,,animal,,forb/herb,annual/biennial/perennial,,
konza,Hedyotis,crassifolia,Houstonia,micrantha/pusilla,native,,animal,,forb/herb,annual,,
konza,Hedyotis,nigricans,Stenaria,,native,,animal,,subshrub/forb/herb,perennial,,
konza,Helianthus,annuus,,,native,,animal,,forb/herb,annual,,
konza,Helianthus,hirsutus,,,native,,animal,,forb/herb,perennial,,
konza,Helianthus,maximiliani,,,native,,animal,,forb/herb,perennial,,
konza,Helianthus,rigidus,,pauciflorus,native,,animal,,forb/herb,perennial,,
konza,Helianthus,tuberosus,,,native,,animal,,forb/herb,perennial,,
konza,Heliopsis,helianthoides,,,native,,animal,,forb/herb,perennial,,
konza,Hesperis,matronalis,,,exotic,,animal/wind,,forb/herb,biennial/perennial,,
konza,Hibiscus,trionum,,,exotic,,animal,,forb/herb,annual,,
konza,Hieracium,longipilum,,,native,,animal,,forb/herb,perennial,,
konza,Hybanthus,verticillatus,,,native,,animal,,forb/herb,perennial,,
konza,Hymenopappus,scabiosaeus,,,native,,animal,,forb/herb,biennial,,
konza,Hypericum,perforatum,,,exotic,,insect,,forb/herb,perennial,,
konza,Juglans,nigra,,,native,,wind,,tree,perennial,,
konza,Juniperus,virginiana,,,native,,wind,,tree,perennial,,
konza,Koeleria,macrantha,,,native,,wind,,graminoid,perennial,,
konza,Kuhnia,eupatorioides,Brickellia,,native,,animal,,subshrub/forb/herb,perennial,,
konza,Lactuca,serriola,,,exotic,,animal,,forb/herb,annual/biennial,,
konza,Lespedeza,capitata,,,native,,animal,,forb/herb,perennial,,
konza,Liatris,aspera,,,native,,animal,,forb/herb,perennial,,
konza,Liatris,mucronata,,,native,,animal,,forb/herb,perennial,,
konza,Liatris,punctata,,,native,,animal,,forb/herb,perennial,,
konza,Linum,sulcatum,,,native,,,,forb/herb,annual,,
konza,Lithospermum,incisum,,,native,,animal,,forb/herb,perennial,,
konza,Lobelia,cardinalis,,,native,,animal,,forb/herb,perennial,,
konza,Lobelia,siphilitica,,,native,,animal,,forb/herb,perennial,,
konza,Lomatium,foeniculaceum,,,native,,wind,,forb/herb,perennial,,
konza,Lycopus,americanus,,,native,,,,forb/herb,perennial,,
konza,Lythrum,alatum,,,native,,animal,,subshrub/forb/herb,perennial,,
konza,Mentzelia,oligosperma,,,native,,,,subshrub/forb/herb,perennial,,
konza,Mimulus,glabratus,,,native,,animal,,forb/herb,perennial,,
konza,Mirabilis,albida,,,native,,animal,,subshrub/forb/herb,perennial,,
konza,Mirabilis,nyctaginea,,,native,,animal,,forb/herb,perennial,,
konza,Monarda,fistulosa,,,native,,,,subshrub/forb/herb,perennial,,
konza,Nasturtium,officinale,,,exotic,,animal/wind,,forb/herb,perennial,,
konza,Nepeta,cataria,,,exotic,,insect,,forb/herb,perennial,,
konza,Nothocalais,cuspidata,,,native,,animal,,forb/herb,perennial,,
konza,Oenothera,biennis,,,native,,animal/wind,,forb/herb,biennial,,
konza,Oenothera,laciniata,,,native,,animal/wind,,forb/herb,annual/perennial,,
konza,Oenothera,macrocarpa,,,native,,animal/wind,,forb/herb,perennial,,
konza,Oenothera,speciosa,,,native,,animal/wind,,subshrub/forb/herb,perennial,,
konza,Onosmodium,molle,,bejariense,native,,animal,,forb/herb,perennial,,
konza,Opuntia,macrorhiza,,,native,,animal,,shrub,perennial,,
konza,Oxalis,violacea,,,native,,,,forb/herb,perennial,,
konza,Packera,plattensis,,,native,,animal,,forb/herb,biennial/perennial,,
konza,Panicum,virgatum,,,native,,wind,,graminoid,perennial,,
konza,Pascopyrum,smithii,,,native,,wind,,graminoid,perennial,,
konza,Pediomelum,esculentum,,,native,,animal,,forb/herb,perennial,,
konza,Penstemon,cobaea,,,native,,animal,,forb/herb,perennial,,
konza,Penstemon,grandiflorus,,,native,,animal,,forb/herb,perennial,,
konza,Penstemon,tubaeflorus,,,,,animal,,,,,
konza,Phlox,divaricata,,,native,,animal,,subshrub/forb/herb,perennial,,
konza,Physalis,heterophylla,,,native,,animal,,forb/herb,perennial,,
konza,Physalis,pumila,,,native,,animal,,forb/herb,perennial,,
konza,Physalis,virginiana,,,native,,animal,,forb/herb,perennial,,
konza,Phytolacca,americana,,,native,,,,forb/herb,perennial,,
konza,Plantago,patagonica,,,native,,wind,,forb/herb,annual,,
konza,Poa,pratensis,,,native/exotic,,wind,,graminoid,perennial,,
konza,Polygonatum,biflorum,,,native,,animal,,forb/herb,perennial,,
konza,Populus,deltoides,,,native,,animal/wind,,tree,perennial,,
konza,Potentilla,arguta,,,native,,animal,,subshrub/forb/herb,perennial,,
konza,Potentilla,recta,,,exotic,,animal,,forb/herb,perennial,,
konza,Prunella,vulgaris,,,native,,insect,,forb/herb,perennial,,
konza,Prunus,americana,,,native,,animal,,tree/shrub,perennial,,
konza,Prunus,virginiana,,,native,,animal,,tree/shrub,perennial,,
konza,Psoralea,argophylla,,,native,,animal,,forb/herb,perennial,,
konza,Psoralidium,tenuiflorum,,,native,,animal,,forb/herb,perennial,,
konza,Quercus,macrocarpa,,,native,,wind,,tree/shrub,perennial,,
konza,Quercus,muehlenbergii,,,native,,wind,,tree,perennial,,
konza,Ratibida,columnifera,,,native,,animal,,forb/herb,perennial,,
konza,Rhus,aromatica,,,native,,,,shrub,perennial,,
konza,Rhus,glabra,,,native,,,,tree/shrub,perennial,,
konza,Ribes,missouriense,,,native,,animal,,shrub,perennial,,
konza,Robinia,pseudoacacia,,,native,,animal,,tree,perennial,,
konza,Rosa,arkansana,,,native,,animal,,subshrub,perennial,,
konza,Rubus,occidentalis,,,native,,animal,,subshrub,perennial,,
konza,Rubus,ostryifolius,,,native,,animal,,subshrub,perennial,,
konza,Rudbeckia,hirta,,,native,,animal,,forb/herb,annual/biennial/perennial,,
konza,Ruellia,humilis,,,native,,animal,,forb/herb,perennial,,
konza,Ruellia,strepens,,,native,,animal,,forb/herb,perennial,,
konza,Salvia,azurea,,,native,,,,forb/herb,perennial,,
konza,Sambucus,canadensis,,,native,,animal,,tree/shrub,perennial,,
konza,Schrankia,nuttallii,Mimosa,,native,,animal,,forb/herb,perennial,,
konza,Scutellaria,parvula,,,native,,,,forb/herb,perennial,,
konza,Silene,stellata,,,native,,animal,,forb/herb,perennial,,
konza,Silphium,integrifolium,,,native,,animal,,forb/herb,perennial,,
konza,Silphium,laciniatum,,,native,,animal,,forb/herb,perennial,,
konza,Sisyrinchium,campestre,,,native,,animal,,forb/herb,perennial,,
konza,Smilax,tamnoides,,,native,,animal,,vine/shrub,perennial,,
konza,Solanum,carolinense,,,native,,animal,,subshrub/forb/herb,perennial,,
konza,Solanum,rostratum,,,native,,animal,,forb/herb,annual,,
konza,Solidago,canadensis,,,native,,animal,,forb/herb,perennial,,
konza,Solidago,missouriensis,,,native,,animal,,forb/herb,perennial,,
konza,Solidago,rigida,Oligoneuron,rigidum,native,,animal,,forb/herb,perennial,,
konza,Solidago,speciosa,,,native,,animal,,forb/herb,perennial,,
konza,Spartina,pectinata,,,native,,wind,,graminoid,perennial,,
konza,Spermolepis,inermis,,,native,,wind,,forb/herb,annual,,
konza,Spiranthes,cernua,,,native,,animal,,forb/herb,perennial,,
