phylonum	name	genus	name	ThorPA	HosmerAbun	EatonAbun	PrimackAbun	Hosmer01	HomserData2	HosmerData3	HosmerData4	Waif1	Waif2	DeltaAbun_cont	Deer1	Deer2	DeerSp	PrimPA	Native	IPANEinvstat	IPANEinvstatAll	IPANEinvstat1	IPANEinvstatNat	Habitat	Habitat1_4	Habitat1	Habitat2	Habitat3	Habitat4	duration	height	minffd	mintemp	sdabun	sdperiod	sdsprdrate	sdvigor	vegsprdrate	seedwt	ThorMFD	HosmMFD	PrimMFD	SpringTemp	absSpringTemp	mWinterTemp	comWinterTemp\	WinterTemp	absWinterTemp	TPdeltaFlwr	HPdeltaFlwr	HPdeltaFlwr_2	THdeltaFlwr	syndrome1	syndrome2	syndromeBinary	sexuality	symmetry	nectaries	size	AvgLat	MinLat	tMinLat	MaxLat	tMaxlat	SDLat	tSDLat	tseedwt	tsize	tminffd	theight	habit	HabiatBinary	GF	Decid_Egreen	Needle_Broad	C3C4	N2fixer	logLL	logLMA	logNmass	logNarea	logPmass	logParea	logAmass	logAarea	logGs	logRdmass	logRdarea
41	Allium_canadense	Allium	canadense	1	5	4	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	0.6	missing	missing	missing	missing	missing	missing	missing	missing	173	157.8666667	172.6666667	missing	missing	missing	missing	missing	missing	0.333333333	-14.8	-14.8	-15.13333333	10	2	1	0	0	1	1.3	37.53257521	27.4274	1.43818464	48.7675	1.688130493	4.207143685	0.623987345	missing	0.113943352	missing	-0.22184875	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
713	Anaphalis_margaritacea	Anaphalis	margaritacea	1	5	4	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	2	2	0	1	0	0	3	3	120	-52	3	2	3	2	0	0.055	199	203.2941176	215	missing	missing	missing	missing	missing	missing	-16	-11.70588235	-11.70588235	4.294117647	10	2	1	0	0	1	1.3	43.23199594	32.9365	1.517677447	64	1.806179974	3.652249706	0.562560463	-1.259637311	0.113943352	10.95445115	0.477121255	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
101	Anemone_quinquefolia	Anemone	quinquefolia	1	5	5	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	1	0.2	127	-52	missing	missing	missing	missing	missing	1.133	119.8	114.4705882	120.5	-0.4	0.4	-0.6	-0.6	-0.6	0.6	-0.7	-6.029411765	-6.029411765	-5.329411765	10	2	1	0	0	0	2.5	41.11030186	32.5974	1.513182962	51	1.707570176	3.548138872	0.550000609	0.05422991	0.397940009	11.26942767	-0.698970004	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
293	Apios_americana	Apios	americana	1	5	5	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	1	140	-50	2	2	1	2	0	missing	219.25	221.5333333	224	-0.4	0.4	-0.6	-0.6	-0.6	0.6	-4.75	-2.466666667	-2.466666667	2.283333333	7	3	1	0	1	1	1.3	38.09033394	26.0829	1.416355876	48.2593	1.683581018	4.097451642	0.612513837	missing	0.113943352	11.83215957	0	5	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
626	Aralia_hispida	Aralia	hispida	1	5	4	2	0	0	0	0	0	0	-3	no	no	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	1	127	-52	missing	missing	missing	missing	missing	4.93	168.5	166.7333333	154	-0.7	0.7	-0.7	-0.7	-0.7	0.7	14.5	12.73333333	12.73333333	-1.766666667	10	2	1	0	0	1	0.6	43.06005096	38.1716	1.581740364	48.7675	1.688130493	2.247375821	0.351675704	0.692846919	-0.22184875	11.26942767	0	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
529	Aureolaria_pedicularia	Aureolaria	pedicularia	1	5	3	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	1	1.5	missing	missing	missing	missing	missing	missing	missing	missing	224.4	225.2	228.5	-0.2	0.2	0	0	0	0	-4.1	-3.3	-3.3	0.8	7	3	1	0	1	1	3.8	40.18658008	33.2639	1.521973166	45.5218	1.658219426	2.965616001	0.472114916	missing	0.579783597	missing	0.176091259	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
1	Brasenia_schreberi	Brasenia	schreberi	1	5	1	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	5	missing	missing	missing	missing	missing	1	2	127	-52	missing	missing	missing	missing	missing	6.826	196	195.2666667	176.3333333	0.1	0.1	-0.1	-0.1	-0.1	0.1	19.66666667	18.93333333	18.93333333	-0.733333333	8	1	0	0	0	0	3.2	39.13833471	27.3406	1.436808041	48.8337	1.688719631	5.270850301	0.721880682	0.834166284	0.505149978	11.26942767	0.301029996	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
662	Campanula_aparinoides	Campanula	aparinoides	1	5	4	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	2	140	-52	1	2	1	1	2	0.648	187.6666667	189.6153846	198.5	missing	missing	missing	missing	missing	missing	-10.83333333	-8.884615385	-8.884615385	1.948717949	7	3	1	0	0	1	1	42.50111103	34.2238	1.534328229	54	1.73239376	2.730316742	0.436213032	-0.188424994	0	11.83215957	0.301029996	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
660	Campanula_rotundifolia	Campanula	rotundifolia	1	5	2	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	0.8	127	-52	missing	missing	missing	missing	missing	0.051	missing	199.8	183	-0.2	0.2	-0.3	-0.3	-0.3	0.3	missing	16.8	16.8	missing	7	3	1	0	0	1	1.9	43.9880971	30.7161	1.487366073	63.383	1.801972791	3.813696444	0.581346122	-1.292429824	0.278753601	11.26942767	-0.096910013	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
390	Cardamine_pensylvanica	Cardamine	pensylvanica	1	5	5	2	0	0	0	0	0	0	-3	no	no	missing	1	0	1	0	missing	0	4	4	0	0	0	1	2	1.5	75	-52	3	1	3	3	0	1.649	133.6666667	missing	133.5	missing	missing	missing	missing	missing	missing	0.166666667	missing	missing	missing	10	2	1	0	0	1	0.3	39.93902	24.4157	1.38766918	62.7	1.797267541	5.359291562	0.729107385	0.217220656	-0.522878745	8.660254038	0.176091259	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
365	Ceanothus_americanus	Ceanothus	americanus	1	5	4	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	3	120	-50	1	2	1	1	2	3.213	182	179.4666667	missing	-0.5	0.5	-0.5	-0.5	-0.5	0.5	missing	missing	missing	-2.533333333	10	2	1	0	0	1	0.6	37.7977628	27.3406	1.436808041	48.018	1.681404067	3.974140855	0.599243256	0.506910726	-0.22184875	10.95445115	0.477121255	2	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
455	Chimaphila_umbellata	Chimaphila	umbellata	1	5	5	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	1.1	85	-52	1	2	1	1	1	missing	192	181.8666667	181.6666667	missing	missing	missing	missing	missing	missing	10.33333333	0.2	0.2	-10.13333333	10	2	1	0	0	1	1.9	42.76339501	31.8908	1.503665414	59.15	1.771954749	3.624316292	0.559226091	missing	0.278753601	9.219544457	0.041392685	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
203	Chrysosplenium_americanum	Chrysosplenium	americanum	1	5	4	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	2	2	0	1	0	0	3	0.2	127	-52	missing	missing	missing	missing	missing	0.149	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	10	2	1	0	0	1	0.5	41.66989627	34.76	1.541079768	47.7257	1.678752307	2.909551238	0.46382601	-0.826813732	-0.301029996	11.26942767	-0.698970004	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
217	Circaea_alpina	Circaea	alpina	1	5	1	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	0.9	80	-52	2	2	1	2	2	0.512	missing	missing	missing	-0.1	0.1	-0.3	-0.3	-0.3	0.3	missing	missing	missing	missing	10	2	1	0	1	1	0.3	43.20923154	32.6226	1.513518571	59.417	1.77391072	3.678634634	0.565686655	-0.290730039	-0.522878745	8.94427191	-0.045757491	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
437	Cornus_alternifolia	Cornus	alternifolia	1	5	4	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	25	90	-52	2	2	1	1	0	55.16	157.75	157	148.3333333	-0.4	0.4	-0.4	-0.4	-0.4	0.4	9.416666667	8.666666667	8.666666667	-0.75	10	2	1	0	0	1	10.2	40.56907297	30.4102	1.483019276	48.7703	1.688155427	3.46337902	0.539500022	1.741624258	1.008600172	9.486832981	1.397940009	1	0	T	D	B	C3	N	missing	1.602059991	0.230448921	-0.167491087	-0.958607315	-1.356547324	missing	missing	missing	missing	missing
285	Desmodium_nudiflorum	Desmodium	nudiflorum	1	5	1	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	0.3	127	-46	missing	missing	missing	missing	missing	missing	209	212.2666667	207.3333333	-0.6	0.6	-0.5	-0.5	-0.5	0.5	1.666666667	4.933333333	4.933333333	3.266666667	7	3	1	0	1	1	0.6	38.05208421	29.6353	1.471809328	45.5017	1.658027623	3.232797153	0.509578455	missing	-0.22184875	11.26942767	-0.522878745	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
120	Drosera_intermedia	Drosera	intermedia	1	5	5	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	2	0.1	127	-52	missing	missing	missing	missing	missing	0.02	188.75	195.2666667	211.5	-0.5	0.5	-0.4	-0.4	-0.4	0.4	-22.75	-16.23333333	-16.23333333	6.516666667	10	2	1	0	0	1	0.6	40.67892068	27.3406	1.436808041	53.2	1.725911632	5.390521541	0.731630786	-1.698970004	-0.22184875	11.26942767	-1	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
218	Epilobium_coloratum	Epilobium	coloratum	1	5	5	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	3.3	100	-50	2	2	1	2	0	0.151	186.8	210.4666667	205.3333333	-0.5	0.5	-0.4	-0.4	-0.4	0.4	-18.53333333	5.133333333	5.133333333	23.66666667	7	3	1	0	0	1	0.6	40.49478122	18.8	1.274157849	48.7757	1.688203511	3.110095749	0.49277376	-0.821023053	-0.22184875	10	0.51851394	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
804	Eupatorium_perfoliatum	Eupatorium	perfoliatum	1	5	5	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	1.5	127	-52	missing	missing	missing	missing	missing	0.09	201.3333333	207.7333333	218.3333333	missing	missing	missing	missing	missing	missing	-17	-10.6	-10.6	6.4	10	2	1	0	0	1	0.6	38.97837361	28.3443	1.452465736	48.7757	1.688203511	4.141470627	0.617154586	-1.045757491	-0.22184875	11.26942767	0.176091259	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
483	Gaultheria_procumbens	Gaultheria	procumbens	1	5	5	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	0.5	120	-52	1	2	1	1	1	0.158	198	199.5625	198.5	missing	missing	missing	missing	missing	missing	-0.5	1.0625	1.0625	1.5625	7	3	1	0	0	1	1.3	41.26231635	34.6194	1.539319537	49.817	1.697377571	3.367858439	0.527353828	-0.801342913	0.113943352	10.95445115	-0.301029996	2	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
712	Gnaphalium_uliginosum	Gnaphalium	uliginosum	1	5	5	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	1	0.3	127	-52	missing	missing	missing	missing	missing	0.012	187	180.8	208	-0.6	0.6	-0.6	-0.6	-0.6	0.6	-21	-27.2	-27.2	-6.2	10	2	1	0	0	1	1.3	missing	missing	missing	missing	missing	missing	missing	-1.920818754	0.113943352	11.26942767	-0.522878745	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
59	Goodyera_pubescens	Goodyera	pubescens	1	5	4	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	0.4	127	-52	missing	missing	missing	missing	missing	0.004	223	209.5625	214.6666667	-0.8	0.8	-0.8	-0.8	-0.8	0.8	8.333333333	-5.104166667	-5.104166667	-13.4375	7	3	1	0	1	1	0.6	39.48087256	30.2328	1.480478371	47.5784	1.677409833	3.149786431	0.498281108	-2.397940009	-0.22184875	11.26942767	-0.397940009	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
700	Hieracium_scabrum	Hieracium	scabrum	1	5	5	2	0	0	0	0	0	0	-3	no	no	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	1.4	127	-52	missing	missing	missing	missing	missing	0.335	215	219.5384615	200.6666667	missing	missing	missing	missing	missing	missing	14.33333333	18.87179487	18.87179487	4.538461538	10	2	1	0	0	1	1.3	41.33688501	34.7701	1.54120594	49.783	1.697081064	2.92936885	0.466774059	-0.474955193	0.113943352	11.26942767	0.146128036	3	1	H	missing	missing	missing	missing	missing	1.332547047	missing	missing	missing	missing	missing	missing	missing	missing	missing
701	Hieracium_venosum	Hieracium	venosum	1	5	5	2	0	0	0	0	0	0	-3	no	no	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	0.8	225	-45	missing	missing	missing	missing	missing	missing	163	165.2666667	171.3333333	-0.4	0.4	-0.4	-0.4	-0.4	0.4	-8.333333333	-6.066666667	-6.066666667	2.266666667	10	2	1	0	0	1	1.9	38.66444478	31.7628	1.50191878	46.95	1.671635597	3.121814562	0.494407102	missing	0.278753601	15	-0.096910013	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
259	Hypericum_canadense	Hypericum	canadense	1	5	4	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	1	0.4	127	-52	missing	missing	missing	missing	missing	0.01	193.25	179.4666667	202	-0.7	0.7	-0.7	-0.7	-0.7	0.7	-8.75	-22.53333333	-22.53333333	-13.78333333	10	2	1	0	0	0	0.6	40.0933536	29.9768	1.47678527	49.8	1.697229343	3.841716139	0.584525272	-2	-0.22184875	11.26942767	-0.397940009	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
50	Hypoxis_hirsuta	Hypoxis	hirsuta	1	5	5	2	0	0	0	0	0	0	-3	no	no	no	1	0	1	0	missing	0	1	1	1	0	0	0	3	0.75	120	-45	1	1	1	2	2	0.291	149.6666667	146.25	150.25	-0.7	0.7	-0.5	-0.5	-0.5	0.5	-0.583333333	-4	-4	-3.416666667	10	2	1	0	0	1	1.9	38.11876038	28.3443	1.452465736	49.767	1.696941462	3.817243143	0.581749824	-0.536107011	0.278753601	10.95445115	-0.124938737	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
624	Ilex_verticillata	Ilex	verticillata	1	5	4	2	0	0	0	0	0	0	-3	no	no	no	1	0	1	0	missing	0	4	4	0	0	0	1	3	10	140	-52	3	2	1	1	0	4.93	173.6666667	173.875	132	-0.5	0.5	-0.5	-0.5	-0.5	0.5	41.66666667	41.875	41.875	0.208333333	10	2	1	2	0	0	missing	39.65817144	29.6353	1.471809328	48.396	1.684809468	3.93543594	0.594992847	0.692846919	missing	11.83215957	1	2	missing	S	missing	B	C3	N	0.77815125	1.957128182	0.190331698	0.14745988	missing	missing	1.862131379	0.819543936	2.33243846	missing	missing
469	Kalmia_latifolia	Kalmia	latifolia	1	5	2	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	6	150	-46	1	1	1	1	0	0.017	171.6	166.4375	161.3333333	-0.6	0.6	-0.6	-0.6	-0.6	0.6	10.26666667	5.104166667	5.104166667	-5.1625	7	3	1	0	0	1	2.5	37.30373772	30.1867	1.479815639	45.4029	1.657083593	3.216359217	0.507364547	-1.769551079	0.397940009	12.24744871	0.77815125	2	missing	T	E	B	C3	N	1.556302501	2.024568191	0.06069784	0.085266032	missing	missing	1.636487896	0.681241237	2.235528447	0.949390007	-0.026041821
470	Kalmia_polifolia	Kalmia	polifolia	1	4	3	1	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	1	85	-52	1	2	1	1	2	0.012	137.3333333	131.8125	missing	-0.9	0.9	-0.8	-0.8	-0.8	0.8	missing	missing	missing	-5.520833333	7	3	1	0	0	1	1.3	44.6894362	40.8553	1.611248404	54.317	1.734935775	1.998527462	0.30071012	-1.920818754	0.113943352	9.219544457	0	2	missing	T	E	B	C3	N	1.255272505	2.154307826	0.113943352	0.268251178	-1.15490196	-1.0006	2.195911575	1.3502194	missing	missing	missing
403	Lechea_intermedia	Lechea	intermedia	1	5	5	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	0.6	127	-52	missing	missing	missing	missing	missing	missing	206	213.3846154	207	missing	missing	missing	missing	missing	missing	-1	6.384615385	6.384615385	7.384615385	10	2	1	0	0	0	missing	43.30328744	37.5461	1.574564833	59.15	1.771954749	2.300013594	0.361730403	missing	missing	11.26942767	-0.22184875	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
657	Lobelia_inflata	Lobelia	inflata	1	5	5	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	1	1	127	-52	missing	missing	missing	missing	missing	0.014	197.5	199.8666667	194	-0.6	0.6	-0.4	-0.4	-0.4	0.4	3.5	5.866666667	5.866666667	2.366666667	7	3	1	0	1	1	0.6	39.52173816	30.8204	1.488838271	47.5784	1.677409833	3.078776911	0.488378221	-1.853871964	-0.22184875	11.26942767	0	3	1	H	missing	missing	missing	missing	missing	1.394694954	missing	missing	missing	missing	missing	missing	missing	missing	missing
214	Ludwigia_palustris	Ludwigia	palustris	1	5	5	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	0.2	130	-52	1	2	3	3	3	0.038	193.3333333	216.8571429	215	missing	missing	missing	missing	missing	missing	-21.66666667	1.857142857	1.857142857	23.52380952	8	1	0	0	0	1	0.6	37.9213671	19.5975	1.292200673	48.8337	1.688719631	4.392133016	0.642675484	-1.420216403	-0.22184875	11.40175425	-0.698970004	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
562	Lycopus_americanus	Lycopus	americanus	1	5	4	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	1.8	120	-52	2	2	2	2	0	0.15	194	204.9333333	204.6666667	missing	missing	missing	missing	missing	missing	-10.66666667	0.266666667	0.266666667	10.93333333	10	2	1	0	1	1	0.3	40.78007162	29.8138	1.474417334	48.8337	1.688719631	3.511321787	0.545470631	-0.823908741	-0.522878745	10.95445115	0.255272505	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
448	Lysimachia_hybrida	Lysimachia	hybrida	1	5	5	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	1	127	-46	missing	missing	missing	missing	missing	missing	187.75	192.0666667	196.5	-0.3	0.3	-0.2	-0.2	-0.2	0.2	-8.75	-4.433333333	-4.433333333	4.316666667	10	2	1	0	0	0	1.9	41.21715621	30.0188	1.477393327	48.8093	1.688502579	3.554187754	0.550740366	missing	0.278753601	11.26942767	0	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
453	Monotropa_hypopithys	Monotropa	hypopithys	1	5	2	2	0	0	0	0	0	0	-3	yes	yes	missing	1	0	1	0	missing	0	1	1	1	0	0	0	1	0.3	127	-47	missing	missing	missing	missing	missing	missing	212	210.875	206	-0.7	0.7	-0.5	-0.5	-0.5	0.5	6	4.875	4.875	-1.125	7	3	1	0	0	1	1.3	40.20911394	28.3443	1.452465736	54.5	1.736396502	3.963173474	0.598043082	missing	0.113943352	11.26942767	-0.522878745	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
488	Myosotis_verna	Myosotis	verna	1	5	2	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	1	0.4	127	-47	missing	missing	missing	missing	missing	missing	135.6666667	146.8571429	126	missing	missing	missing	missing	missing	missing	9.666666667	20.85714286	20.85714286	11.19047619	7	3	1	0	0	1	0.3	38.00574668	28.3443	1.452465736	48.4768	1.685533944	3.760269976	0.575219027	missing	-0.522878745	11.26942767	-0.397940009	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
266	Polygala_paucifolia	Polygala	paucifolia	1	5	4	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	0.2	127	-52	missing	missing	missing	missing	missing	3.1	141.2857143	133.2352941	141.75	missing	missing	missing	missing	missing	missing	-0.464285714	-8.514705882	-8.514705882	-8.050420168	7	3	1	0	1	1	2.5	42.07523753	33.771	1.528543921	48.7757	1.688203511	3.165896001	0.500496644	0.491361694	0.397940009	11.26942767	-0.698970004	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
267	Polygala_sanguinea	Polygala	sanguinea	1	5	5	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	1	1	1	0	0	0	3	0.4	127	-47	missing	missing	missing	missing	missing	0.43	189	191.75	201.3333333	-0.7	0.7	-0.7	-0.7	-0.7	0.7	-12.33333333	-9.583333333	-9.583333333	2.75	7	3	1	0	1	1	0.6	39.41300775	18.7667	1.273387912	47.4773	1.676486013	3.166839223	0.500626015	-0.366531544	-0.22184875	11.26942767	-0.397940009	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
45	Polygonatum_pubescens	Polygonatum	pubescens	1	5	5	2	0	0	0	0	0	0	-3	yes	yes	yes	1	0	1	0	missing	0	3	3	0	0	1	0	3	0.9	127	-52	missing	missing	missing	missing	missing	missing	140.6	missing	135	missing	missing	missing	missing	missing	missing	5.6	missing	missing	missing	7	3	1	0	0	1	1.9	41.42885435	34.8344	1.542008334	48.7675	1.688130493	2.889741089	0.460858933	missing	0.278753601	11.26942767	-0.045757491	3	1	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
134	Polygonum_sagittatum	Polygonum	sagittatum	1	5	5	2	0	0	0	0	0	0	-3	yes	yes	missing	1	0	1	0	missing	0	2	2	0	1	0	0	2	1	110	-52	2	1	2	2	0	3.629	183	176.1333333	194	-0.6	0.6	-0.6	-0.6	-0.6	0.6	-11	-17.86666667	-17.86666667	-6.866666667	10	2	1	0	0	1	0.3	39.56931029	28.7844	1.459157181	48.7917	1.68834595	3.565677932	0.552142113	0.559786968	-0.522878745	10.48808848	0	5	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
539	Prunella_vulgaris	Prunella	vulgaris	1	5	5	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	3	3	0	0	1	0	3	1.5	115	-52	2	2	2	1	2	0.771	162.6666667	164.3333333	165	-0.8	0.8	-0.630603104	-0.8	-0.8	0.8	-2.333333333	-0.666666667	-0.666666667	1.666666667	7	3	1	0	1	1	1.3	39.26946288	19.5975	1.292200673	56.033	1.748443875	4.300903539	0.633559702	-0.112945622	0.113943352	10.72380529	0.176091259	3	1	H	missing	missing	missing	missing	missing	1.4225082	missing	missing	missing	missing	missing	missing	missing	missing	missing
319	Prunus_virginiana	Prunus	virginiana	1	5	5	2	0	0	0	0	0	0	-3	yes	yes	no	1	0	1	0	missing	0	2	2	0	1	0	0	3	25	120	-52	3	2	1	2	1	76.065	149.6	135.5	139.6666667	-0.8	0.8	-0.7	-0.7	-0.7	0.7	9.933333333	-4.166666667	-4.166666667	-14.1	10	2	1	0	0	1	1.3	42.1433039	30.7161	1.487366073	61.233	1.786985537	3.768302012	0.576145702	1.88118487	0.113943352	10.95445115	1.397940009	2	missing	T	D	B	C3	N	missing	1.924453039	0.447158031	0.37161107	-0.920818754	-0.996365715	missing	missing	missing	missing	missing
464	Rhododendron_canadense	Rhododendron	canadense	1	5	3	2	0	0	0	0	0	0	-3	missing	missing	missing	1	0	1	0	missing	0	4	4	0	0	0	1	3	18	120	-52	1	1	1	1	2	0.091	137.2857143	132.3529412	131.5	-0.7	0.7	-0.7	-0.7	-0.7	0.7	5.785714286	0.852941176	0.852941176	-4.932773109	7	3	1	0	0	1	2.5	43.85660725	40.4386	1.606796112	49.8	1.697229343	2.072106063	0.316411982	-1.040958608	0.397940009	10.95445115	1.255272505	2	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing	missing
